timestamp,symbol,date,headline,source,url,search_term,is_relevant,relevance_reason,combined_sentiment,sentiment_label,event_tag,textblob_polarity,vader_compound,finbert_score
20250816_231151,HCLTECH.NS,2025-08-11,Stocks to buy for short term From Titan to HCL Tech Jigar Patel of Anand Rathi recommends 3 shares - Mint,GoogleNewsRSS,https://news.google.com/rss/articles/CBMi_AFBVV95cUxOaTlqUmNnbFJub0VrVjcycTRyejRGdDlrMjdLQ3Z6Rk5YcFNZa3B6MW5GZXJsSWs0akVuWm9zWTA3Q2Zhbm1UTnlNak5VTVgyRjh3RGk5WEN3aklyYWJMX3FzSDlQUW14RmotcVJ3RUEyd290OEJlcXBtMXZzR3hlMHhaNlVMNlNVcTlJZTF5Nk05VXV6Tmo0cG81QWltTXFOMXpORlQ3T1VTbjNhNFVfY0w1aUZqRF9rc0wzTFFOU2xlUW5LMHhZNXQ4TzlLX3pZcFJlQkVCSGFsR0dIVll2LVU2TzUwU3JDWWNBemJqTHgzd29TZC1BQnQ2M0_SAYICQVVfeXFMT1k5N1RfNEhDeHNWZ1pydk00WjF5ZkdtQUcxVFlJeHBZOWhOQjE4cjJ6dzlDaTEzcnNxRlVyeGltLUdEOW4tMktPZkJUVFlQd1QyNDl2WU9SaF9xSWwyd2phWVdLRTZaeGZjUEZXZEFXRUI5Rjh6RThxMlE1dWRGYWNSQXN0V0FnX3d0LXVpRUxxNkR5QS1sNjhYSWl6cDNMc3Ezc1hpdDdVcUoyNnNvNTdka09DM3BtRW5GVnNuVnhEVC0wZkhTWmFuUFd4NUhZOGxXNTg0VzN6VnBuLUIyQlpzdHVZdktzUHJ0LS1pcVN1QkdXaHA5VHBJaWtsb3B0dUtB?oc=5,HCL Technologies,True,"Contains stock name: HCL Tech, HCL",0.13917566712498666,positive,broker_rating,0.0,0.4767,0.03333444520831108
20250816_231151,HCLTECH.NS,2025-08-13,"HCL Technologies Ltd spurts 0.16, gains for five straight sessions - Business Standard",GoogleNewsRSS,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPd1JONnZOaVNhaE1Fci1ReUMyZThGYWRyUDRYSm1qcDR1bUpKVUtPS0pVLXNpdklJV1BTNWJKaDlBdWVMWUVRS1Z1Tko4MUUyQXdDSnAyOWExRFE3Nlc3U05GQlMxTmFSWDF6LUZId1plYWpaWm9zTEt3Zzk0YlBFV1g3XzgtR1hnd2NJUzBneW02U3JaeWdydFFjb29kelphMWo0MDFOMUd6T0xpRHRDUEVXWERnZlRNNHgwQzItdXhOcldYUmJWVlU2SlBveHB0b1VSbVhQSkxaOG1ncTAxatIB5gFBVV95cUxOakRvdFhWSG9oSkJ1RmZmcVFSZjFoTnZHN3cySkVUR3hDVzNRM3ZGeWNMVW9FR29hdmpqNjM2UHBjSDBvRGRFMDFNcElQLUU0QlVBQTFJY1dBSXlDbjNVN2YtczR4LVlJWVZ0NGJKQXNLTDFpSFVPTDRqZVAwd3JETkd5R0ZjUzFjNnFlOEN6N0FkdzJkZGxfUkNLZzdJbGhDMkRVZ1dUZW02MEprbzNXREVyV1BaNWxtT3A0MFY2QWl2RE0wQXVSckx5LTNsUWdCSG9wQmtERXZQcHREcTd5cE5ablgtZw?oc=5,HCL Technologies,True,"Contains stock name: HCL Technologies, HCL Tech, HCL",0.7426485694885254,positive,general,0.1,0.5106,0.999997615814209
20250816_231151,HCLTECH.NS,2025-08-13,HCL Tech Share Price Live Updates HCL Techs Previous Day Performance - The Economic Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMixgFBVV95cUxObGozeU82ODBBRGpCOGdnQmlqLXM3c0ZkSkgtMVRuSWxVMkNtcFN5Q0w4bWpleVVOempCU3kyY0VvaDhwYmlHZkhqQWZVOS1fNjBVLUROMUlXRGNmMndudEc4M1VkUVdDUExMMGFaSkQ3cldBeXMwWVFRdGR3VWlUb2ZSeVRKQmFwdEtFcWpFVzV0ajRpSVBtU2NPV0J3WWxfRm15MHlIdDBqbTlSN2tsdUxMM05kZ2JmY0thT2FCVHZ1QXVUM3fSAb8BQVVfeXFMT1ByRGl2TTl6NlZ1VWk0V2F2b2x4Vl9KSXhDc3NSWVdld3d0VG9ycThncDlkQWNQejJGV25faHh1M0hkY05nT1ZFNkdkSXVQaFZkSzMtNDdwR0k3TnMzN0xPZEZ3d0YtSVRPXzRCNUhDZDhBZWxlUWdJU21TNlI3N1hDclNlWUtjeEtYSU5CUndBN1RtaGVxMG5HUnlzYTEtaGgxSlBTUEhpNTNSUlVMN0xvU1FpUjY1eE5Ja0k5NFE?oc=5,HCL Technologies,True,"Contains stock name: HCL Tech, HCL",0.08248227978786643,neutral,general,0.05656565656565657,0.296,-4.281161636754405e-06
20250816_231151,HCLTECH.NS,2025-08-14,HCL Tech Share Price Highlights HCL Tech Stock Price History - The Economic Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMixAFBVV95cUxPLVk2ejJJNHR0cjFyVHZhNkNJLU5YMnk2YnFRMXBNVHZpczM4bkNFdjYxcDdDdklpbHZyc2dyT1ZEY1hVTlJwOGxvYWR1ZUpSeTEyNllFWktKY1VlQVhRS09taTlvWlBPT0Rxc0VuMmVoX2VRNVFXUURvX3N3X1BxWkVGSUN5d2d2a2hkSUZLYVgtbGxPT2xIYnBJdk94a1FTVS1WY3NPVnpiY2hEdW9mTzA1YTRsXzNTYUpXdWhmallwZVNj0gHKAUFVX3lxTE1RTVZsOGVkSE1RVVJzdVZXemV5c2c1YmRyYnFxZDlseUZPMEo2OEhLVE1oZklXSUJkZ3oyR1ZCUVJmeGY3bmxZYlVZOWJ1TjBWaFZ4aFdCTWpNMUFadzg2YzZkZWlCaTJHeFMxUy1oTjdfMWNPcU5sMWpFVy1fand5VG15cVZpV0hwZGRrSjdHc0o5aFAwXzM2N1UxejhVUzJ5ZTgwTkdmdFM0TVUtWmw2SlBUVU9NVXA2T2p3TEpLOG5jU1FFNUhvSUE?oc=5,HCL Technologies,True,"Contains stock name: HCL Tech, HCL",0.10400926630636968,positive,general,0.2,0.296,1.5443843949469738e-05
20250816_231151,HCLTECH.NS,2025-08-15,HCL Tech Share Price Highlights HCL Tech Stock Price History - The Economic Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMixAFBVV95cUxPQ0FrbFZsWUpwUDhvdXMxTElaLUlJXzJWOXVYWUotdXYwbXlOSDB2SFI2S09NeTZWOUdJdXdkMDlUUkE0aFJ5SUJoOHlWOEZOQUtBSUYtT3VwSWFXVTA0M2ZTRTZJTC1UXzNSaGJxR2ZSeEtMTEwwMnhham9RM1hxeWRjWkJpYW5ZV0xvSWpqdDlQaWhnT1p1YV9ZWmFkVGNuSGxoN0x4NW1xOEtRTEp2NEVUZkIyYnpGUTl2WHVkS2QzOEdl0gHKAUFVX3lxTE82d21ickxFWE9RNVY3dDRHazJ4UXp1c0JaZm11V3V6SE01RGdCTVVRZl82R1FkRFFXcTg5X1czUWJCMDZsUFBVX1Z2dGQ2bUprem5iTnVBQm4yTlpqQ0pYdU1peTVHWG44aS13UVhMYnB6WDZ5VVVRcHA5TDNYdnBiSWlvWnpDYm5EY0F5Qzd4RnNFbFBydFQyRlJManhoNHdwOU9TaTM2QUlLU2FhSURQd1I0elZsRDVJeFVLMFBpaVlQaVdkWjhaQ2c?oc=5,HCL Technologies,True,"Contains stock name: HCL Tech, HCL",0.10400926630636968,positive,general,0.2,0.296,1.5443843949469738e-05
20250816_231151,HCLTECH.NS,2025-08-12,HCL Tech Share Price Highlights HCL Tech Stock Price History - The Economic Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMiugFBVV95cUxOWUJyOFdGTmt5YVVxcFI0NThwT2g5bTJ0ekZvMHBDdXpBSEJGczBUUHllWVpJUXlKbUR6bXVCd3pXR2h0VjhuSTdBRUZieU5xUmtwdFd0TG9EdkJCTlY2VnIwMFhRbnUyOW4xN1NVX1ZFcjJHVkxiUDU5MkowS3RsT05oLTdSbmd4LWdtYWozRFdCZlNyQzlNMC1GM1ZGcVNxcE9rcUc5S252eHRpRVFNdk1uM3ZUeC1mR2fSAb8BQVVfeXFMT3pxdy1HNzY3Q3hScUpMRkVFQUNEOUJaUklRTzEwT0lJd1ZiMERZWnBmS1Q4eFQ3MzJ1cE5JZjJVTnZOZHhJT05xS0xTQk0wWXdGR1FLNE5aNGRNT3B2cDZqUzFpUU1Dc0NnUHpJMHNkSUFQLW1KQUs1WnpZYVZ5X2hDUEdoSklob05BVTZtSXpDdWtNNTBCMUdQcmd4dXpqaVhyNFhQcUY2aXZRVUpyblVCMS1iMW01RktuT0dTRXM?oc=5,HCL Technologies,True,"Contains stock name: HCL Tech, HCL",0.10400926630636968,positive,general,0.2,0.296,1.5443843949469738e-05
20250816_231151,HCLTECH.NS,2025-08-11,Stocks to buy for short term From Titan to HCL Tech Jigar Patel of Anand Rathi recommends 3 shares - Mint,GoogleNewsRSS,https://news.google.com/rss/articles/CBMi_AFBVV95cUxOaTlqUmNnbFJub0VrVjcycTRyejRGdDlrMjdLQ3Z6Rk5YcFNZa3B6MW5GZXJsSWs0akVuWm9zWTA3Q2Zhbm1UTnlNak5VTVgyRjh3RGk5WEN3aklyYWJMX3FzSDlQUW14RmotcVJ3RUEyd290OEJlcXBtMXZzR3hlMHhaNlVMNlNVcTlJZTF5Nk05VXV6Tmo0cG81QWltTXFOMXpORlQ3T1VTbjNhNFVfY0w1aUZqRF9rc0wzTFFOU2xlUW5LMHhZNXQ4TzlLX3pZcFJlQkVCSGFsR0dIVll2LVU2TzUwU3JDWWNBemJqTHgzd29TZC1BQnQ2M0_SAYICQVVfeXFMT1k5N1RfNEhDeHNWZ1pydk00WjF5ZkdtQUcxVFlJeHBZOWhOQjE4cjJ6dzlDaTEzcnNxRlVyeGltLUdEOW4tMktPZkJUVFlQd1QyNDl2WU9SaF9xSWwyd2phWVdLRTZaeGZjUEZXZEFXRUI5Rjh6RThxMlE1dWRGYWNSQXN0V0FnX3d0LXVpRUxxNkR5QS1sNjhYSWl6cDNMc3Ezc1hpdDdVcUoyNnNvNTdka09DM3BtRW5GVnNuVnhEVC0wZkhTWmFuUFd4NUhZOGxXNTg0VzN6VnBuLUIyQlpzdHVZdktzUHJ0LS1pcVN1QkdXaHA5VHBJaWtsb3B0dUtB?oc=5,HCL Tech,True,"Contains stock name: HCL Tech, HCL",0.13917566712498666,positive,broker_rating,0.0,0.4767,0.03333444520831108
20250816_231151,HCLTECH.NS,2025-08-13,"HCL Technologies Ltd spurts 0.16, gains for five straight sessions - Business Standard",GoogleNewsRSS,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPd1JONnZOaVNhaE1Fci1ReUMyZThGYWRyUDRYSm1qcDR1bUpKVUtPS0pVLXNpdklJV1BTNWJKaDlBdWVMWUVRS1Z1Tko4MUUyQXdDSnAyOWExRFE3Nlc3U05GQlMxTmFSWDF6LUZId1plYWpaWm9zTEt3Zzk0YlBFV1g3XzgtR1hnd2NJUzBneW02U3JaeWdydFFjb29kelphMWo0MDFOMUd6T0xpRHRDUEVXWERnZlRNNHgwQzItdXhOcldYUmJWVlU2SlBveHB0b1VSbVhQSkxaOG1ncTAxatIB5gFBVV95cUxOakRvdFhWSG9oSkJ1RmZmcVFSZjFoTnZHN3cySkVUR3hDVzNRM3ZGeWNMVW9FR29hdmpqNjM2UHBjSDBvRGRFMDFNcElQLUU0QlVBQTFJY1dBSXlDbjNVN2YtczR4LVlJWVZ0NGJKQXNLTDFpSFVPTDRqZVAwd3JETkd5R0ZjUzFjNnFlOEN6N0FkdzJkZGxfUkNLZzdJbGhDMkRVZ1dUZW02MEprbzNXREVyV1BaNWxtT3A0MFY2QWl2RE0wQXVSckx5LTNsUWdCSG9wQmtERXZQcHREcTd5cE5ablgtZw?oc=5,HCL Tech,True,"Contains stock name: HCL Technologies, HCL Tech, HCL",0.7426485694885254,positive,general,0.1,0.5106,0.999997615814209
20250816_231151,HCLTECH.NS,2025-08-14,HCL Tech Share Price Highlights HCL Tech Stock Price History - The Economic Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMixAFBVV95cUxPLVk2ejJJNHR0cjFyVHZhNkNJLU5YMnk2YnFRMXBNVHZpczM4bkNFdjYxcDdDdklpbHZyc2dyT1ZEY1hVTlJwOGxvYWR1ZUpSeTEyNllFWktKY1VlQVhRS09taTlvWlBPT0Rxc0VuMmVoX2VRNVFXUURvX3N3X1BxWkVGSUN5d2d2a2hkSUZLYVgtbGxPT2xIYnBJdk94a1FTVS1WY3NPVnpiY2hEdW9mTzA1YTRsXzNTYUpXdWhmallwZVNj0gHKAUFVX3lxTE1RTVZsOGVkSE1RVVJzdVZXemV5c2c1YmRyYnFxZDlseUZPMEo2OEhLVE1oZklXSUJkZ3oyR1ZCUVJmeGY3bmxZYlVZOWJ1TjBWaFZ4aFdCTWpNMUFadzg2YzZkZWlCaTJHeFMxUy1oTjdfMWNPcU5sMWpFVy1fand5VG15cVZpV0hwZGRrSjdHc0o5aFAwXzM2N1UxejhVUzJ5ZTgwTkdmdFM0TVUtWmw2SlBUVU9NVXA2T2p3TEpLOG5jU1FFNUhvSUE?oc=5,HCL Tech,True,"Contains stock name: HCL Tech, HCL",0.10400926630636968,positive,general,0.2,0.296,1.5443843949469738e-05
20250816_231151,HCLTECH.NS,2025-08-15,HCL Tech Share Price Highlights HCL Tech Stock Price History - The Economic Times,GoogleNewsRSS,https://news.google.com/rss/articles/CBMixAFBVV95cUxPQ0FrbFZsWUpwUDhvdXMxTElaLUlJXzJWOXVYWUotdXYwbXlOSDB2SFI2S09NeTZWOUdJdXdkMDlUUkE0aFJ5SUJoOHlWOEZOQUtBSUYtT3VwSWFXVTA0M2ZTRTZJTC1UXzNSaGJxR2ZSeEtMTEwwMnhham9RM1hxeWRjWkJpYW5ZV0xvSWpqdDlQaWhnT1p1YV9ZWmFkVGNuSGxoN0x4NW1xOEtRTEp2NEVUZkIyYnpGUTl2WHVkS2QzOEdl0gHKAUFVX3lxTE82d21ickxFWE9RNVY3dDRHazJ4UXp1c0JaZm11V3V6SE01RGdCTVVRZl82R1FkRFFXcTg5X1czUWJCMDZsUFBVX1Z2dGQ2bUprem5iTnVBQm4yTlpqQ0pYdU1peTVHWG44aS13UVhMYnB6WDZ5VVVRcHA5TDNYdnBiSWlvWnpDYm5EY0F5Qzd4RnNFbFBydFQyRlJManhoNHdwOU9TaTM2QUlLU2FhSURQd1I0elZsRDVJeFVLMFBpaVlQaVdkWjhaQ2c?oc=5,HCL Tech,True,"Contains stock name: HCL Tech, HCL",0.10400926630636968,positive,general,0.2,0.296,1.5443843949469738e-05
