symbol,date,open,high,low,close,volume
NIFTYBANK,2025-02-01,49592.55,50009.5,48925.45,49506.95,118009351
NIFTYBANK,2025-02-03,49074.8,49373.45,48906.05,49210.55,122888691
NIFTYBANK,2025-02-04,49538.8,50206.6,49482.5,50157.95,155659931
NIFTYBANK,2025-02-05,50402.3,50522.15,50215.45,50343.05,148953623
NIFTYBANK,2025-02-06,50468.35,50553.35,50149.8,50382.1,158402021
NIFTYBANK,2025-02-07,50484.45,50641.75,49871.15,50158.85,178726541
NIFTYBANK,2025-02-10,50052.5,50155.65,49703.1,49981.0,98420678
NIFTYBANK,2025-02-11,49812.15,49906.75,49177.4,49403.4,127015655
NIFTYBANK,2025-02-12,49402.25,49702.35,48734.35,49479.45,136468017
NIFTYBANK,2025-02-13,49469.35,49836.1,49276.1,49359.85,118606192
NIFTYBANK,2025-02-14,49485.65,49592.95,48719.75,49099.45,130641404
NIFTYBANK,2025-02-17,48880.4,49319.0,48525.6,49258.9,114805488
NIFTYBANK,2025-02-18,49211.85,49328.55,48814.95,49087.3,107781259
NIFTYBANK,2025-02-19,48895.35,49628.25,48804.0,49570.1,113250369
NIFTYBANK,2025-02-20,49314.1,49455.8,49150.95,49334.55,111960237
NIFTYBANK,2025-02-21,49127.95,49306.55,48764.0,48981.2,95345014
NIFTYBANK,2025-02-24,48619.8,48748.4,48281.9,48651.95,95748720
NIFTYBANK,2025-02-25,48691.2,48862.15,48534.15,48608.35,106651228
NIFTYBANK,2025-02-27,48732.2,48972.55,48627.1,48743.8,186728631
NIFTYBANK,2025-02-28,48437.55,48574.5,48078.7,48344.7,287716653
NIFTYBANK,2025-03-03,48478.6,48574.7,47841.3,48114.3,151025906
NIFTYBANK,2025-03-04,47942.5,48374.9,47924.75,48245.2,139300167
NIFTYBANK,2025-03-05,48241.3,48657.65,48190.25,48489.95,127803810
NIFTYBANK,2025-03-06,48760.0,48839.1,48299.4,48627.7,137393647
NIFTYBANK,2025-03-07,48463.8,48709.05,48359.35,48497.5,106040439
NIFTYBANK,2025-03-10,48312.0,48599.15,48124.65,48216.8,123771352
NIFTYBANK,2025-03-11,47874.8,48029.05,47702.9,47853.95,222380296
NIFTYBANK,2025-03-12,47894.4,48222.15,47844.95,48056.65,243281505
NIFTYBANK,2025-03-13,48219.15,48352.45,48006.1,48060.4,145864976
NIFTYBANK,2025-03-17,48219.55,48481.35,48196.1,48354.15,131272921
NIFTYBANK,2025-03-18,48792.9,49400.3,48629.45,49314.5,146550294
NIFTYBANK,2025-03-19,49375.4,49807.55,49324.8,49702.6,137635415
NIFTYBANK,2025-03-20,49947.6,50155.3,49771.65,50062.85,115743962
NIFTYBANK,2025-03-21,49927.1,50672.15,49891.95,50593.55,225498916
NIFTYBANK,2025-03-24,50982.7,51801.15,50795.9,51704.95,180444979
NIFTYBANK,2025-03-25,51874.2,52063.95,51429.6,51607.95,185197665
NIFTYBANK,2025-03-26,51640.05,51875.8,51069.15,51209.0,152895952
NIFTYBANK,2025-03-27,51084.7,51714.35,51050.85,51575.85,415772852
NIFTYBANK,2025-03-28,51608.4,51839.1,51335.35,51564.85,171152969
NIFTYBANK,2025-04-01,51178.15,51683.85,50742.0,50827.5,176322972
NIFTYBANK,2025-04-02,50966.9,51404.2,50908.35,51348.05,149906457
NIFTYBANK,2025-04-03,50910.0,51661.6,50906.65,51597.35,291159558
NIFTYBANK,2025-04-04,51711.6,51893.6,51360.4,51502.7,189607641
NIFTYBANK,2025-04-07,49336.1,50426.25,49156.95,49860.1,236789593
NIFTYBANK,2025-04-08,50388.55,50793.7,50030.8,50511.0,162259279
NIFTYBANK,2025-04-09,50487.1,50496.9,49910.85,50240.15,141787861
NIFTYBANK,2025-04-11,50634.1,51244.7,50634.1,51002.35,139974934
