symbol,date,ensemble_score_mean,ensemble_score_std,ensemble_score_count,confidence_mean,relevance_score_mean,sentiment_lag1,sentiment_lag2
HAL.NS,2025-08-11,0.2273,0.3294,8,0.3508,0.8438,0.595,0.2228
HAL.NS,2025-08-12,0.1855,0.3388,29,0.3248,0.7776,0.2273,0.595
HAL.NS,2025-08-13,0.1867,0.3144,23,0.2957,0.6826,0.1855,0.2273
HAL.NS,2025-08-14,0.402,0.2521,6,0.4183,0.6417,0.1867,0.1855
HAL.NS,2025-08-15,0.3375,0.2509,16,0.3817,0.5688,0.402,0.1867
HAL.NS,2025-08-16,0.3365,0.2627,16,0.3909,0.6938,0.3375,0.402
HCLTECH.NS,2025-04-23,0.3104,0.0946,2,0.3104,1.0,,
HCLTECH.NS,2025-04-24,-0.4643,0.0012,2,0.4643,1.0,0.3104,
HCLTECH.NS,2025-04-29,-0.3301,,1,0.3301,1.0,-0.4643,0.3104
HCLTECH.NS,2025-05-15,-0.0399,,1,0.0399,1.0,-0.3301,-0.4643
HCLTECH.NS,2025-05-16,0.1877,,1,0.1877,1.0,-0.0399,-0.3301
HCLTECH.NS,2025-05-20,0.4518,,1,0.4518,1.0,0.1877,-0.0399
HCLTECH.NS,2025-05-22,-0.2143,,1,0.2143,1.0,0.4518,0.1877
HCLTECH.NS,2025-05-27,-0.2041,,1,0.2041,1.0,-0.2143,0.4518
HCLTECH.NS,2025-06-03,0.4834,,1,0.4834,1.0,-0.2041,-0.2143
HCLTECH.NS,2025-06-12,0.3133,0.4681,3,0.4525,1.0,0.4834,-0.2041
HCLTECH.NS,2025-06-16,-0.1439,,1,0.1439,1.0,0.3133,0.4834
HCLTECH.NS,2025-06-17,0.6553,,1,0.6553,1.0,-0.1439,0.3133
HCLTECH.NS,2025-06-18,0.1585,0.1329,2,0.1585,1.0,0.6553,-0.1439
HCLTECH.NS,2025-06-19,0.1854,,1,0.1854,1.0,0.1585,0.6553
HCLTECH.NS,2025-06-23,0.2644,,1,0.2644,1.0,0.1854,0.1585
HCLTECH.NS,2025-06-24,0.4756,,1,0.4756,1.0,0.2644,0.1854
HCLTECH.NS,2025-06-25,0.0698,0.9341,2,0.6605,1.0,0.4756,0.2644
HCLTECH.NS,2025-06-27,-0.3441,,1,0.3441,1.0,0.0698,0.4756
HCLTECH.NS,2025-07-01,0.4499,,1,0.4499,1.0,-0.3441,0.0698
HCLTECH.NS,2025-07-07,-0.0399,,1,0.0399,1.0,0.4499,-0.3441
HCLTECH.NS,2025-07-08,0.4528,,1,0.4528,1.0,-0.0399,0.4499
HCLTECH.NS,2025-07-09,0.0738,0.1862,3,0.1675,1.0,0.4528,-0.0399
HCLTECH.NS,2025-07-10,0.4503,,1,0.4503,1.0,0.0738,0.4528
HCLTECH.NS,2025-07-14,0.1127,0.1194,3,0.1288,1.0,0.4503,0.0738
HCLTECH.NS,2025-07-15,0.1134,0.3734,8,0.3454,1.0,0.1127,0.4503
HCLTECH.NS,2025-07-16,0.4082,,1,0.4082,1.0,0.1134,0.1127
HCLTECH.NS,2025-07-24,0.1675,,1,0.1675,1.0,0.4082,0.1134
HCLTECH.NS,2025-07-25,0.1113,0.239,4,0.2149,0.8375,0.1675,0.4082
HCLTECH.NS,2025-07-27,0.017,,1,0.017,0.7,0.1113,0.1675
HCLTECH.NS,2025-07-28,0.2179,0.3764,3,0.3622,0.7,0.017,0.1113
HCLTECH.NS,2025-07-29,0.2429,0.2959,2,0.2429,0.85,0.2179,0.017
HCLTECH.NS,2025-07-30,-0.0778,0.4221,2,0.2985,0.7,0.2429,0.2179
HCLTECH.NS,2025-07-31,0.0667,,1,0.0667,1.0,-0.0778,0.2429
HCLTECH.NS,2025-08-01,0.3438,0.1704,4,0.3438,0.775,0.0667,-0.0778
HCLTECH.NS,2025-08-02,0.1583,0.5216,2,0.3688,0.55,0.3438,0.0667
HCLTECH.NS,2025-08-03,0.0162,0.2809,10,0.2007,0.77,0.1583,0.3438
HCLTECH.NS,2025-08-04,0.2219,0.3242,6,0.3357,0.7417,0.0162,0.1583
HCLTECH.NS,2025-08-05,0.1376,0.2838,5,0.2216,0.81,0.2219,0.0162
HCLTECH.NS,2025-08-06,0.0692,0.214,3,0.1532,0.6,0.1376,0.2219
HCLTECH.NS,2025-08-07,0.0642,0.2356,4,0.196,0.55,0.0692,0.1376
HCLTECH.NS,2025-08-08,0.1828,0.1904,9,0.2017,0.7,0.0642,0.0692
HCLTECH.NS,2025-08-10,0.3318,0.2052,3,0.3318,0.8,0.1828,0.0642
HCLTECH.NS,2025-08-11,0.2872,0.3325,7,0.3694,0.6571,0.3318,0.1828
HCLTECH.NS,2025-08-12,0.4826,0.2776,8,0.5205,0.775,0.2872,0.3318
HCLTECH.NS,2025-08-13,0.1617,0.3681,12,0.3274,0.6,0.4826,0.2872
HCLTECH.NS,2025-08-14,0.2655,0.2499,14,0.3,0.6143,0.1617,0.4826
HCLTECH.NS,2025-08-15,0.3257,0.2278,9,0.3423,0.7,0.2655,0.1617
HCLTECH.NS,2025-08-16,0.4153,0.1399,5,0.4153,0.64,0.3257,0.2655
HDFCBANK.NS,2025-05-14,-0.0024,0.2697,2,0.1907,1.0,,
HDFCBANK.NS,2025-05-15,0.1328,,1,0.1328,1.0,-0.0024,
HDFCBANK.NS,2025-05-27,-0.0532,0.7185,2,0.508,1.0,0.1328,-0.0024
HDFCBANK.NS,2025-05-29,0.11,,1,0.11,1.0,-0.0532,0.1328
HDFCBANK.NS,2025-06-02,-0.1631,,1,0.1631,1.0,0.11,-0.0532
HDFCBANK.NS,2025-06-04,0.1379,0.4427,2,0.3131,1.0,-0.1631,0.11
HDFCBANK.NS,2025-06-06,-0.5631,,1,0.5631,1.0,0.1379,-0.1631
HDFCBANK.NS,2025-06-08,0.4138,0.4357,2,0.4138,1.0,-0.5631,0.1379
HDFCBANK.NS,2025-06-10,0.2816,,1,0.2816,1.0,0.4138,-0.5631
HDFCBANK.NS,2025-06-12,-0.121,,1,0.121,1.0,0.2816,0.4138
HDFCBANK.NS,2025-06-13,0.0339,,1,0.0339,1.0,-0.121,0.2816
HDFCBANK.NS,2025-06-16,-0.0555,,1,0.0555,1.0,0.0339,-0.121
HDFCBANK.NS,2025-06-19,0.4447,0.0082,2,0.4447,1.0,-0.0555,0.0339
HDFCBANK.NS,2025-06-20,-0.203,,1,0.203,1.0,0.4447,-0.0555
HDFCBANK.NS,2025-06-24,0.0278,0.5885,2,0.4161,1.0,-0.203,0.4447
HDFCBANK.NS,2025-06-25,0.2778,,1,0.2778,1.0,0.0278,-0.203
HDFCBANK.NS,2025-06-26,0.0658,0.3309,2,0.234,1.0,0.2778,0.0278
HDFCBANK.NS,2025-06-27,-0.1389,0.1705,2,0.1389,1.0,0.0658,0.2778
HDFCBANK.NS,2025-07-02,0.6687,0.0754,2,0.6687,1.0,-0.1389,0.0658
HDFCBANK.NS,2025-07-03,0.3151,0.4147,2,0.3151,1.0,0.6687,-0.1389
HDFCBANK.NS,2025-07-08,0.2158,0.6731,2,0.476,1.0,0.3151,0.6687
HDFCBANK.NS,2025-07-14,-0.5187,,1,0.5187,1.0,0.2158,0.3151
HDFCBANK.NS,2025-07-15,-0.2484,,1,0.2484,1.0,-0.5187,0.2158
HDFCBANK.NS,2025-07-16,0.6995,0.0137,2,0.6995,1.0,-0.2484,-0.5187
HDFCBANK.NS,2025-07-21,0.2852,0.2636,3,0.2896,1.0,0.6995,-0.2484
HDFCBANK.NS,2025-07-22,0.0517,0.0903,2,0.0639,1.0,0.2852,0.6995
HDFCBANK.NS,2025-07-23,0.4064,,1,0.4064,1.0,0.0517,0.2852
HDFCBANK.NS,2025-07-25,0.0096,,1,0.0096,1.0,0.4064,0.0517
HDFCBANK.NS,2025-07-28,0.1702,0.3938,2,0.2784,1.0,0.0096,0.4064
HDFCBANK.NS,2025-07-29,0.2771,0.2697,5,0.3417,0.88,0.1702,0.0096
HDFCBANK.NS,2025-07-31,-0.3566,,1,0.3566,1.0,0.2771,0.1702
HDFCBANK.NS,2025-08-01,0.5189,0.2232,4,0.5189,0.7,-0.3566,0.2771
HDFCBANK.NS,2025-08-02,0.5121,0.0962,2,0.5121,0.85,0.5189,-0.3566
HDFCBANK.NS,2025-08-03,0.5105,0.174,3,0.5105,0.8,0.5121,0.5189
HDFCBANK.NS,2025-08-04,0.3668,0.2639,4,0.3787,0.625,0.5105,0.5121
HDFCBANK.NS,2025-08-05,0.2984,0.2616,8,0.316,0.6625,0.3668,0.5105
HDFCBANK.NS,2025-08-06,0.0645,0.3095,3,0.2313,0.6,0.2984,0.3668
HDFCBANK.NS,2025-08-07,0.4742,0.1569,8,0.4742,0.625,0.0645,0.2984
HDFCBANK.NS,2025-08-08,0.2818,0.3653,3,0.3751,0.7,0.4742,0.0645
HDFCBANK.NS,2025-08-09,0.4645,0.0837,2,0.4645,0.7,0.2818,0.4742
HDFCBANK.NS,2025-08-10,0.1983,0.3572,3,0.3095,0.7,0.4645,0.2818
HDFCBANK.NS,2025-08-11,0.0826,0.2903,11,0.2648,0.6455,0.1983,0.4645
HDFCBANK.NS,2025-08-12,0.1394,0.2447,5,0.2221,0.76,0.0826,0.1983
HDFCBANK.NS,2025-08-13,0.4035,0.2676,12,0.4651,0.6,0.1394,0.0826
HDFCBANK.NS,2025-08-14,0.2822,0.2773,11,0.323,0.5636,0.4035,0.1394
HDFCBANK.NS,2025-08-15,0.2652,0.2999,16,0.3618,0.6437,0.2822,0.4035
HDFCBANK.NS,2025-08-16,0.2184,0.2962,9,0.3094,0.7,0.2652,0.2822
HINDUNILVR.NS,2025-03-04,0.3226,,1,0.3226,0.7,,
HINDUNILVR.NS,2025-04-01,0.6923,,1,0.6923,0.7,0.3226,
HINDUNILVR.NS,2025-04-17,0.5453,,1,0.5453,0.7,0.6923,0.3226
HINDUNILVR.NS,2025-04-20,0.4046,,1,0.4046,0.7,0.5453,0.6923
HINDUNILVR.NS,2025-04-22,-0.4318,,1,0.4318,0.7,0.4046,0.5453
HINDUNILVR.NS,2025-04-24,0.0286,0.2232,5,0.1841,0.7,-0.4318,0.4046
HINDUNILVR.NS,2025-05-02,0.4381,,1,0.4381,0.7,0.0286,-0.4318
HINDUNILVR.NS,2025-05-05,0.5948,,1,0.5948,0.7,0.4381,0.0286
HINDUNILVR.NS,2025-05-15,0.2826,,1,0.2826,0.7,0.5948,0.4381
HINDUNILVR.NS,2025-05-25,0.5588,,1,0.5588,0.7,0.2826,0.5948
HINDUNILVR.NS,2025-05-29,-0.2568,,1,0.2568,0.7,0.5588,0.2826
HINDUNILVR.NS,2025-06-02,0.2777,,1,0.2777,0.4,-0.2568,0.5588
HINDUNILVR.NS,2025-06-23,0.4194,0.2818,2,0.4194,0.55,0.2777,-0.2568
HINDUNILVR.NS,2025-07-04,0.7933,,1,0.7933,0.7,0.4194,0.2777
HINDUNILVR.NS,2025-07-07,-0.2678,,1,0.2678,0.4,0.7933,0.4194
HINDUNILVR.NS,2025-07-09,0.2648,,1,0.2648,0.7,-0.2678,0.7933
HINDUNILVR.NS,2025-07-10,0.262,0.353,4,0.3957,0.625,0.2648,-0.2678
HINDUNILVR.NS,2025-07-11,-0.0109,0.3378,4,0.2407,0.7,0.262,0.2648
HINDUNILVR.NS,2025-07-14,0.4791,0.0329,2,0.4791,0.7,-0.0109,0.262
HINDUNILVR.NS,2025-07-15,0.5409,0.081,2,0.5409,0.55,0.4791,-0.0109
HINDUNILVR.NS,2025-07-23,0.2722,,1,0.2722,1.0,0.5409,0.4791
HINDUNILVR.NS,2025-07-24,0.1623,,1,0.1623,1.0,0.2722,0.5409
HINDUNILVR.NS,2025-07-25,0.0992,0.158,4,0.168,1.0,0.1623,0.2722
HINDUNILVR.NS,2025-07-26,0.4499,,1,0.4499,1.0,0.0992,0.1623
HINDUNILVR.NS,2025-07-27,0.4464,,1,0.4464,0.7,0.4499,0.0992
HINDUNILVR.NS,2025-07-28,-0.0259,0.2557,4,0.1988,1.0,0.4464,0.4499
HINDUNILVR.NS,2025-07-29,0.1682,0.3338,4,0.289,1.0,-0.0259,0.4464
HINDUNILVR.NS,2025-07-30,0.1788,0.0147,4,0.1788,1.0,0.1682,-0.0259
HINDUNILVR.NS,2025-07-31,-0.165,0.3521,5,0.3375,1.0,0.1788,0.1682
HINDUNILVR.NS,2025-08-01,-0.085,0.4044,4,0.3237,1.0,-0.165,0.1788
HINDUNILVR.NS,2025-08-02,0.453,,1,0.453,1.0,-0.085,-0.165
HINDUNILVR.NS,2025-08-04,0.1828,0.1982,5,0.229,1.0,0.453,-0.085
HINDUNILVR.NS,2025-08-05,0.2387,,1,0.2387,1.0,0.1828,0.453
HINDUNILVR.NS,2025-08-06,-0.0867,0.1368,2,0.0967,1.0,0.2387,0.1828
HINDUNILVR.NS,2025-08-07,0.0142,0.3347,4,0.258,1.0,-0.0867,0.2387
HINDUNILVR.NS,2025-08-08,0.1542,0.035,2,0.1542,1.0,0.0142,-0.0867
HINDUNILVR.NS,2025-08-10,0.4486,,1,0.4486,1.0,0.1542,0.0142
HINDUNILVR.NS,2025-08-11,0.1952,0.0165,2,0.1952,1.0,0.4486,0.1542
HINDUNILVR.NS,2025-08-12,0.108,0.1725,4,0.1814,1.0,0.1952,0.4486
HINDUNILVR.NS,2025-08-13,0.3461,0.1499,2,0.3461,1.0,0.108,0.1952
HINDUNILVR.NS,2025-08-14,0.1242,0.29,4,0.2577,1.0,0.3461,0.108
HINDUNILVR.NS,2025-08-15,0.4071,,1,0.4071,1.0,0.1242,0.3461
ICICIBANK.NS,2025-04-21,0.0459,0.2192,6,0.1481,1.0,,
ICICIBANK.NS,2025-04-22,-0.0066,0.3751,3,0.2655,1.0,0.0459,
ICICIBANK.NS,2025-04-23,0.3061,,1,0.3061,1.0,-0.0066,0.0459
ICICIBANK.NS,2025-04-27,0.6766,0.0556,2,0.6766,1.0,0.3061,-0.0066
ICICIBANK.NS,2025-04-28,0.0295,,1,0.0295,1.0,0.6766,0.3061
ICICIBANK.NS,2025-05-01,0.6317,,1,0.6317,1.0,0.0295,0.6766
ICICIBANK.NS,2025-05-09,-0.1618,,1,0.1618,1.0,0.6317,0.0295
ICICIBANK.NS,2025-05-14,-0.1931,,1,0.1931,1.0,-0.1618,0.6317
ICICIBANK.NS,2025-05-15,0.1328,,1,0.1328,1.0,-0.1931,-0.1618
ICICIBANK.NS,2025-05-27,-0.152,0.5788,2,0.4092,1.0,0.1328,-0.1931
ICICIBANK.NS,2025-05-28,0.6002,,1,0.6002,1.0,-0.152,0.1328
ICICIBANK.NS,2025-05-30,0.7832,,1,0.7832,1.0,0.6002,-0.152
ICICIBANK.NS,2025-06-02,-0.1631,,1,0.1631,1.0,0.7832,0.6002
ICICIBANK.NS,2025-06-06,-0.5631,,1,0.5631,1.0,-0.1631,0.7832
ICICIBANK.NS,2025-06-12,0.4478,,1,0.4478,1.0,-0.5631,-0.1631
ICICIBANK.NS,2025-06-17,0.6553,,1,0.6553,1.0,0.4478,-0.5631
ICICIBANK.NS,2025-06-26,-0.1681,,1,0.1681,1.0,0.6553,0.4478
ICICIBANK.NS,2025-06-27,-0.0184,,1,0.0184,1.0,-0.1681,0.6553
ICICIBANK.NS,2025-07-02,0.722,,1,0.722,1.0,-0.0184,-0.1681
ICICIBANK.NS,2025-07-07,-0.0195,,1,0.0195,1.0,0.722,-0.0184
ICICIBANK.NS,2025-07-09,0.3302,0.1894,2,0.3302,1.0,-0.0195,0.722
ICICIBANK.NS,2025-07-15,0.1871,0.6161,2,0.4356,1.0,0.3302,-0.0195
ICICIBANK.NS,2025-07-16,0.0408,,1,0.0408,1.0,0.1871,0.3302
ICICIBANK.NS,2025-07-18,0.6225,,1,0.6225,1.0,0.0408,0.1871
ICICIBANK.NS,2025-07-19,-0.2235,,1,0.2235,1.0,0.6225,0.0408
ICICIBANK.NS,2025-07-21,0.2702,0.2993,6,0.2718,1.0,-0.2235,0.6225
ICICIBANK.NS,2025-07-22,-0.0057,0.0091,2,0.0064,1.0,0.2702,-0.2235
ICICIBANK.NS,2025-07-23,0.098,,1,0.098,1.0,-0.0057,0.2702
ICICIBANK.NS,2025-07-25,-0.183,,1,0.183,1.0,0.098,-0.0057
ICICIBANK.NS,2025-07-27,0.4314,,1,0.4314,1.0,-0.183,0.098
ICICIBANK.NS,2025-07-28,0.4071,,1,0.4071,1.0,0.4314,-0.183
ICICIBANK.NS,2025-07-30,0.4778,0.0446,2,0.4778,0.7,0.4071,0.4314
ICICIBANK.NS,2025-07-31,-0.3566,,1,0.3566,1.0,0.4778,0.4071
ICICIBANK.NS,2025-08-01,0.2781,0.1736,4,0.2781,0.625,-0.3566,0.4778
ICICIBANK.NS,2025-08-03,0.4244,0.045,3,0.4244,0.8,0.2781,-0.3566
ICICIBANK.NS,2025-08-04,0.1873,0.047,2,0.1873,0.7,0.4244,0.2781
ICICIBANK.NS,2025-08-05,0.2692,0.1598,3,0.2692,0.7,0.1873,0.4244
ICICIBANK.NS,2025-08-07,0.4373,,1,0.4373,0.4,0.2692,0.1873
ICICIBANK.NS,2025-08-08,0.3109,0.3901,4,0.4131,0.625,0.4373,0.2692
ICICIBANK.NS,2025-08-09,0.1726,0.3705,7,0.371,0.6571,0.3109,0.4373
ICICIBANK.NS,2025-08-10,0.0913,0.4405,8,0.3942,0.625,0.1726,0.3109
ICICIBANK.NS,2025-08-11,0.203,0.2917,19,0.3241,0.6526,0.0913,0.1726
ICICIBANK.NS,2025-08-12,0.4143,0.1656,4,0.4143,0.85,0.203,0.0913
ICICIBANK.NS,2025-08-13,0.194,0.3841,10,0.3755,0.55,0.4143,0.203
ICICIBANK.NS,2025-08-14,0.3347,0.2076,19,0.3347,0.6368,0.194,0.4143
ICICIBANK.NS,2025-08-15,0.1517,0.3755,7,0.3249,0.6143,0.3347,0.194
ICICIBANK.NS,2025-08-16,0.2774,0.3007,14,0.3627,0.6786,0.1517,0.3347
INFY.NS,2025-07-24,0.2051,0.2632,14,0.2936,0.9143,,
INFY.NS,2025-07-25,0.0614,0.2568,8,0.2288,0.8875,0.2051,
INFY.NS,2025-07-26,0.3075,0.2048,2,0.3075,0.85,0.0614,0.2051
INFY.NS,2025-07-28,0.1425,0.2275,6,0.2341,0.8,0.3075,0.0614
INFY.NS,2025-07-29,0.1903,0.0096,4,0.1903,1.0,0.1425,0.3075
INFY.NS,2025-07-30,0.0727,0.2764,6,0.2272,0.85,0.1903,0.1425
INFY.NS,2025-07-31,-0.0711,0.1949,2,0.1378,1.0,0.0727,0.1903
INFY.NS,2025-08-01,0.0637,0.2252,6,0.1901,0.75,-0.0711,0.0727
INFY.NS,2025-08-02,0.7381,,1,0.7381,0.4,0.0637,-0.0711
INFY.NS,2025-08-03,0.2998,0.2389,9,0.338,0.8333,0.7381,0.0637
INFY.NS,2025-08-04,0.2985,0.2798,6,0.339,0.75,0.2998,0.7381
INFY.NS,2025-08-05,0.0667,0.2422,5,0.1805,0.82,0.2985,0.2998
INFY.NS,2025-08-06,0.2142,0.3339,6,0.3089,0.75,0.0667,0.2985
INFY.NS,2025-08-07,0.1527,0.0697,4,0.1527,0.775,0.2142,0.0667
INFY.NS,2025-08-08,0.3857,0.2006,11,0.3857,0.8045,0.1527,0.2142
INFY.NS,2025-08-10,0.547,,1,0.547,0.7,0.3857,0.1527
INFY.NS,2025-08-11,0.1481,0.2502,4,0.2539,0.775,0.547,0.3857
INFY.NS,2025-08-12,0.1822,0.3696,9,0.3347,0.7667,0.1481,0.547
INFY.NS,2025-08-13,0.3456,0.3362,12,0.4113,0.65,0.1822,0.1481
INFY.NS,2025-08-14,0.0546,0.2832,22,0.2349,0.7136,0.3456,0.1822
INFY.NS,2025-08-15,0.3407,0.297,13,0.3725,0.6769,0.0546,0.3456
INFY.NS,2025-08-16,0.3881,0.2007,7,0.3881,0.7,0.3407,0.0546
ITC.NS,2025-07-22,0.1594,,1,0.1594,1.0,,
ITC.NS,2025-07-23,0.2722,,1,0.2722,1.0,0.1594,
ITC.NS,2025-07-24,0.1622,,1,0.1622,1.0,0.2722,0.1594
ITC.NS,2025-07-25,0.0371,0.3585,5,0.2627,1.0,0.1622,0.2722
ITC.NS,2025-07-28,0.2364,,1,0.2364,1.0,0.0371,0.1622
ITC.NS,2025-07-29,0.3766,0.3065,2,0.3766,1.0,0.2364,0.0371
ITC.NS,2025-07-30,0.1302,0.1339,4,0.1629,1.0,0.3766,0.2364
ITC.NS,2025-07-31,-0.2636,,1,0.2636,1.0,0.1302,0.3766
ITC.NS,2025-08-01,0.0379,0.2653,5,0.2043,1.0,-0.2636,0.1302
ITC.NS,2025-08-03,0.4523,,1,0.4523,1.0,0.0379,-0.2636
ITC.NS,2025-08-04,0.0983,0.3315,28,0.2842,0.775,0.4523,0.0379
ITC.NS,2025-08-05,0.2287,0.3538,8,0.3636,0.85,0.0983,0.4523
ITC.NS,2025-08-06,0.2287,0.0896,4,0.2287,0.9875,0.2287,0.0983
ITC.NS,2025-08-07,0.1201,0.3644,6,0.2627,0.9417,0.2287,0.2287
ITC.NS,2025-08-08,0.2622,0.3255,10,0.3478,0.755,0.1201,0.2287
ITC.NS,2025-08-09,-0.2739,0.0568,2,0.2739,0.825,0.2622,0.1201
ITC.NS,2025-08-10,0.5006,0.124,3,0.5006,0.8833,-0.2739,0.2622
ITC.NS,2025-08-11,0.1483,0.2804,7,0.2733,0.7714,0.5006,-0.2739
ITC.NS,2025-08-12,0.1239,0.3531,9,0.3085,0.9222,0.1483,0.5006
ITC.NS,2025-08-13,0.1431,0.3055,7,0.2763,0.7,0.1239,0.1483
ITC.NS,2025-08-14,0.3053,0.2134,11,0.3161,0.6455,0.1431,0.1239
ITC.NS,2025-08-15,0.3593,0.219,23,0.3676,0.6848,0.3053,0.1431
ITC.NS,2025-08-16,0.3164,0.2644,16,0.3767,0.6437,0.3593,0.3053
KALYANKJIL.NS,2025-02-04,-0.2311,0.4364,2,0.3086,0.85,,
KALYANKJIL.NS,2025-02-24,0.1773,,1,0.1773,1.0,-0.2311,
KALYANKJIL.NS,2025-03-06,0.1465,,1,0.1465,1.0,0.1773,-0.2311
KALYANKJIL.NS,2025-03-10,0.2208,,1,0.2208,1.0,0.1465,0.1773
KALYANKJIL.NS,2025-03-24,-0.248,,1,0.248,1.0,0.2208,0.1465
KALYANKJIL.NS,2025-03-25,0.1415,,1,0.1415,1.0,-0.248,0.2208
KALYANKJIL.NS,2025-03-28,0.0898,0.3191,2,0.2256,1.0,0.1415,-0.248
KALYANKJIL.NS,2025-04-02,-0.1756,,1,0.1756,1.0,0.0898,0.1415
KALYANKJIL.NS,2025-04-03,0.6025,,1,0.6025,1.0,-0.1756,0.0898
KALYANKJIL.NS,2025-04-07,-0.131,0.413,3,0.2974,0.8,0.6025,-0.1756
KALYANKJIL.NS,2025-04-23,0.6782,,1,0.6782,1.0,-0.131,0.6025
KALYANKJIL.NS,2025-05-06,-0.1997,,1,0.1997,1.0,0.6782,-0.131
KALYANKJIL.NS,2025-05-08,-0.3317,0.1528,4,0.3317,0.85,-0.1997,0.6782
KALYANKJIL.NS,2025-05-09,0.13,0.4439,2,0.3139,1.0,-0.3317,-0.1997
KALYANKJIL.NS,2025-05-12,-0.4437,,1,0.4437,1.0,0.13,-0.3317
KALYANKJIL.NS,2025-06-11,0.2143,,1,0.2143,1.0,-0.4437,0.13
KALYANKJIL.NS,2025-06-22,0.5461,,1,0.5461,0.7,0.2143,-0.4437
KALYANKJIL.NS,2025-07-07,-0.1268,0.4132,2,0.2921,0.85,0.5461,0.2143
KALYANKJIL.NS,2025-07-09,-0.254,,1,0.254,1.0,-0.1268,0.5461
KALYANKJIL.NS,2025-07-14,0.4489,,1,0.4489,1.0,-0.254,-0.1268
KALYANKJIL.NS,2025-07-15,0.5647,0.0154,2,0.5647,0.7,0.4489,-0.254
KALYANKJIL.NS,2025-07-17,-0.1644,0.0121,2,0.1644,1.0,0.5647,0.4489
KALYANKJIL.NS,2025-07-20,0.4494,,1,0.4494,1.0,-0.1644,0.5647
KALYANKJIL.NS,2025-07-23,-0.089,,1,0.089,1.0,0.4494,-0.1644
KALYANKJIL.NS,2025-07-25,0.0133,0.2619,2,0.1852,1.0,-0.089,0.4494
KALYANKJIL.NS,2025-08-01,0.4071,,1,0.4071,1.0,0.0133,-0.089
KALYANKJIL.NS,2025-08-03,0.453,,1,0.453,1.0,0.4071,0.0133
KALYANKJIL.NS,2025-08-06,-0.2531,,1,0.2531,1.0,0.453,0.4071
KALYANKJIL.NS,2025-08-07,0.1358,0.355,3,0.3012,1.0,-0.2531,0.453
KALYANKJIL.NS,2025-08-08,0.2262,0.3155,5,0.3236,1.0,0.1358,-0.2531
KALYANKJIL.NS,2025-08-09,0.44,0.0122,2,0.44,1.0,0.2262,0.1358
KALYANKJIL.NS,2025-08-11,0.3227,,1,0.3227,0.4,0.44,0.2262
KALYANKJIL.NS,2025-08-12,0.1366,,1,0.1366,1.0,0.3227,0.44
KALYANKJIL.NS,2025-08-14,0.0301,0.3789,3,0.2701,1.0,0.1366,0.3227
KOTAKBANK.NS,2025-03-24,0.2758,0.4797,3,0.3748,1.0,,
KOTAKBANK.NS,2025-03-30,0.0963,,1,0.0963,1.0,0.2758,
KOTAKBANK.NS,2025-04-03,0.2076,,1,0.2076,1.0,0.0963,0.2758
KOTAKBANK.NS,2025-04-07,-0.2609,,1,0.2609,1.0,0.2076,0.0963
KOTAKBANK.NS,2025-04-08,0.4429,0.014,2,0.4429,1.0,-0.2609,0.2076
KOTAKBANK.NS,2025-04-11,0.1628,,1,0.1628,1.0,0.4429,-0.2609
KOTAKBANK.NS,2025-04-16,-0.1504,,1,0.1504,1.0,0.1628,0.4429
KOTAKBANK.NS,2025-04-23,0.3061,,1,0.3061,1.0,-0.1504,0.1628
KOTAKBANK.NS,2025-04-27,0.6373,,1,0.6373,1.0,0.3061,-0.1504
KOTAKBANK.NS,2025-05-05,0.0467,0.2422,8,0.1819,1.0,0.6373,0.3061
KOTAKBANK.NS,2025-05-06,0.3441,,1,0.3441,1.0,0.0467,0.6373
KOTAKBANK.NS,2025-05-07,0.4554,,1,0.4554,1.0,0.3441,0.0467
KOTAKBANK.NS,2025-05-14,0.0741,0.3779,2,0.2672,1.0,0.4554,0.3441
KOTAKBANK.NS,2025-05-15,0.1328,,1,0.1328,1.0,0.0741,0.4554
KOTAKBANK.NS,2025-06-09,-0.1379,,1,0.1379,1.0,0.1328,0.0741
KOTAKBANK.NS,2025-06-13,-0.0081,0.0594,2,0.042,1.0,-0.1379,0.1328
KOTAKBANK.NS,2025-06-17,0.4527,,1,0.4527,1.0,-0.0081,-0.1379
KOTAKBANK.NS,2025-06-19,0.3997,,1,0.3997,1.0,0.4527,-0.0081
KOTAKBANK.NS,2025-06-23,0.4537,,1,0.4537,1.0,0.3997,0.4527
KOTAKBANK.NS,2025-06-26,-0.1681,,1,0.1681,1.0,0.4537,0.3997
KOTAKBANK.NS,2025-07-01,-0.2195,,1,0.2195,1.0,-0.1681,0.4537
KOTAKBANK.NS,2025-07-03,0.092,0.0991,2,0.092,1.0,-0.2195,-0.1681
KOTAKBANK.NS,2025-07-08,0.2679,0.3401,3,0.351,0.8,0.092,-0.2195
KOTAKBANK.NS,2025-07-09,0.2461,0.5257,2,0.3717,0.7,0.2679,0.092
KOTAKBANK.NS,2025-07-10,0.5232,,1,0.5232,0.7,0.2461,0.2679
KOTAKBANK.NS,2025-07-11,0.3648,,1,0.3648,0.7,0.5232,0.2461
KOTAKBANK.NS,2025-07-12,0.4157,0.0589,3,0.4157,0.7,0.3648,0.5232
KOTAKBANK.NS,2025-07-14,0.2719,0.4722,3,0.4392,0.6,0.4157,0.3648
