sector,avg_vol_5d,avg_vol_20d
NIFTY50,0.7292634581369506,0.8385487927924703
NIFTYBANK,0.7477457357589546,0.8421219873177822
NIFTYIT,1.173115697861328,1.3588643829361293
NIFTYAUTO,1.0859131248159433,1.1701720016967172
NIFTYDEFENSE,1.7057780819229404,1.8301165619349427
NIFTYENERGY,0.9971698658799775,1.1125801393795451
NIFTYFMCG,0.7490714557047212,0.8205971542215714
