date,open,high,low,close,volume,dividends,stock splits,returns_1d,returns_2d,returns_3d,volatility,symbol,returns_5d,log_returns,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_PercentB,BB_Width,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,EMA_50,Price_vs_SMA20,Price_vs_SMA50,SMA_Ratio_5_20,SMA_Ratio_20_50,ATR,ATR_Normalized,ROC_5,ROC_10,ROC_20,PRICE_POSITION,OBV,VOLUME_SMA_20,VOLUME_RATIO,VOLATILITY_5,VOLATILITY_10,VOLATILITY_20,MOMENTUM_10,DOJI,HAMMER,SHOOTING_STAR,ENGULFING_BULL,ENGULFING_BEAR,INSIDE_BAR,OUTSIDE_BAR,SMA5_above_SMA20,Price_above_SMA20,Price_above_SMA50,RSI_Oversold,RSI_Overbought,MACD_Bullish,BB_Squeeze,High_Low_Ratio,Close_Position,Volume_Price_Trend,Price_Volume_Correlation,forward_return_1d,target_1d,forward_return_2d,target_2d,forward_return_3d,target_3d,ensemble_score_mean,ensemble_score_std,ensemble_score_count,confidence_mean,relevance_score_mean,sentiment_lag1,sentiment_lag2,sector
2025-06-09,393.0880874,394.3850663,390.8931671,391.541687,13744521,0.0,0,0.00447911815049884,-0.0026683013971824376,0.004736343,0.007903709,BEL.NS,0.012774258298928531,0.004469116754630782,79.26457910480664,18.524957225212006,19.94744037221348,-1.4224831470014756,410.7883783273701,376.36188660000005,341.93539487263,0.7204668503577378,0.18294356019082636,389.7458435,387.90012207,376.36188660000005,329.848589478,383.51310651346006,364.98814928824805,343.01870445205446,0.04033299050850281,0.1870345955386139,0.035561403469699604,0.14101408526745374,7.699988614285713,0.01966582070298357,0.012774258298928531,0.02054356873064922,0.21576840328872193,0.9818185860596164,471393624.0,35566879.85,0.38644157311426347,0.007903708647293232,0.008119558191291941,0.017022516188701795,0.02054356873064922,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1.008933129289279,0.1857212544966936,102394683.52916922,-0.5528719525088281,0.01261297906192027,1,0.0011466061339209244,1,-0.012867927649297783,0,0.4601,,1,0.4601,1.0,0.4443,-0.1262,
2025-06-13,378.7712862,396.8293994,378.6216394,393.2876282,35564550,0.0,0,0.01755294275944741,0.0033087451512816557,-0.008052271,0.014089465,BEL.NS,0.008958236300997457,0.017400669177002354,59.659687991761665,15.41423954896402,17.906806430311125,-2.4925668813471056,402.48613745724725,385.21634521500005,367.94655297275284,0.7336821101198627,0.08966282171961551,391.96069946,390.35941467000004,385.21634521500005,337.23864563,387.54852960690863,372.1342900579446,350.47254013180134,0.020952597378740778,0.1661997617897384,0.0175079648846046,0.14226631558009095,7.806881857142855,0.019850311317631365,0.008958236300997457,0.02496102087832064,0.08326468665365816,0.9049041446862871,499815738.0,30023574.35,1.1845541635185086,0.014089465390172187,0.01089061945350216,0.014294589142879165,0.02496102087832064,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1.0480895915744641,0.8054801249577089,229567395.88629436,-0.5994510939036939,0.02447993353888056,1,0.019152729859505113,1,0.015981688589511656,1,-0.6934,,1,0.6934,1.0,0.4601,0.4443,
2025-06-16,395.2330929,403.5637727,393.2876245,402.9152832,32061745,0.0,0,0.02447993353888056,0.042462571170491126,0.027869677,0.017454678,BEL.NS,0.0290482382275683,0.024185101915325177,65.70213807521951,15.496042673936188,17.424653436914266,-1.928610762978078,402.79153922867096,387.216703795,371.64186836132905,1.0039725611180939,0.08044505973542182,394.23541869999997,391.9906311,387.216703795,339.47046814000004,389.91264624271474,374.41660356877856,352.58686169680004,0.040542102784158596,0.18689347384949806,0.018126064387748553,0.14064915842785197,8.159635785714284,0.020251492375542347,0.0290482382275683,0.04219356622474457,0.11024049978826644,1.0,531877483.0,29026474.85,1.1045690241645034,0.01745467817680623,0.012891549494954213,0.014949517926043277,0.04219356622474457,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0261288369118262,0.9368937186016801,514249689.9561042,-0.4870096959329261,-0.005199910222715376,0,-0.008295179506360273,0,-0.013123727047542166,0,-0.065,,1,0.065,1.0,-0.6934,0.4601,
2025-06-17,404.8607741,406.5568517,399.573053,400.8201599,24371681,0.0,0,-0.005199910222715376,0.019152729859505113,0.037041859,0.017550584,BEL.NS,0.010946236065717319,-0.0052134768063247525,60.125456375238834,15.216524188275116,16.98302740977002,-1.7665032214949044,401.0493499213375,389.109812925,377.17027592866253,0.990402055732655,0.06136847028650399,395.10341186,393.5619873,389.109812925,341.85194397,391.59072568638334,376.3742014981082,354.52933326976733,0.030095223985669994,0.17249635981351896,0.015403361045934982,0.13824074950747467,7.988604414285711,0.019930645245685184,0.010946236065717319,0.040803149272660155,0.10431560943129603,0.8992812822808249,507505802.0,26890617.35,0.9063265704459551,0.017550583944730656,0.012990645823806032,0.015094338815943733,0.040803149272660155,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0174781523617908,0.17857142703726725,332534508.88422024,-0.22522684554298045,-0.0031114485366983136,0,-0.007965235333463605,0,0.016179213145411264,1,-0.3854,,1,0.3854,1.0,-0.065,-0.6934,
2025-06-18,400.7203608,404.0626132,397.5776576,399.5730286,18879759,0.0,0,-0.0031114485366983136,-0.008295179506360273,0.015981689,0.016296096,BEL.NS,0.019343313075423252,-0.003116299156946617,62.827758998176364,14.724692266989507,16.531360236053686,-1.8066679690641791,402.3151504266843,389.98278655999997,377.65042269331565,0.8888241598963806,0.06324568310035883,396.61989136,394.54969482,389.98278655999997,344.106713258,392.818772548227,378.0940802812375,356.3414369124535,0.024591449598569737,0.16118928577953406,0.017018968602551032,0.1333193208224437,7.985039957142853,0.019983931310680197,0.019343313075423252,0.025345593439770164,0.045691843250306396,0.8361855061056345,488626043.0,23400196.8,0.8068205221248396,0.01629609641324461,0.01285219475412485,0.010169357663256471,0.025345593439770164,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0163111670790224,0.3076923148093696,389992979.4423574,-0.01917249055215694,-0.004868936241308575,0,0.019350870921120977,1,0.05093632888914179,1,0.4797,,1,0.4797,1.0,-0.3854,-0.065,
2025-06-20,398.0765237,409.0510644,396.8294168,407.3051147,122552435,0.0,0,0.02433830883637511,0.019350870921120977,0.016179213,0.015795842,BEL.NS,0.035641819103629846,0.02404685177697534,67.30612328685439,14.073300682368199,15.637362680661983,-1.5640619982937842,405.70072194051227,391.95820465,378.2156873594878,1.0583733214800242,0.07012236063681153,401.64822388000005,396.80446167,391.95820465,349.18892334199995,395.6734334887295,381.6001328063613,359.9802655182213,0.039154455418796585,0.1664319440656492,0.024722072698166286,0.12248178120504494,8.751117742857137,0.021485410880005176,0.035641819103629846,0.044919343242355136,0.0637051146264831,1.0,592957655.0,26381211.2,4.645443837696125,0.015795841880947112,0.014381060955530737,0.011434549426710374,0.044919343242355136,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.030798239955481,0.8571428536362,1384634875.7209086,0.5862812616107324,0.030985854693466708,1,0.02510711756598516,1,-0.005388948286634387,0,0.3326,0.1279,2,0.3326,1.0,0.4797,-0.3854,
2025-06-23,410.0487316,421.42234,408.1032328,419.9258118,43017721,0.0,0,0.030985854693466708,0.05607830683093051,0.050936329,0.017731907,BEL.NS,0.04221862339125093,0.030515484953764785,74.5429162449113,14.96359956685859,15.502610035727697,-0.5390104688691064,411.8044208975007,393.77149811,375.7385753224993,1.2251823234148318,0.0915907975770415,405.05032960000005,399.64287415,393.77149811,351.97146789799996,399.4045690916502,384.4409695247916,362.3848361003666,0.06642002739033659,0.19306776287245242,0.028643087537151724,0.1187597121483539,9.31053338571428,0.022171853037099443,0.04221862339125093,0.07249323824872822,0.09452607680184744,1.0,635975376.0,27195951.85,1.5817692735031077,0.017731906663005916,0.016642584512043708,0.013008572111564937,0.07249323824872822,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.0326366128212645,0.887640501909918,1618869082.836244,0.5492272383626052,-0.0057020541074537245,0,-0.035281573277177736,0,-0.025659279799480128,0,-0.081,0.5222,3,0.3789,1.0,0.2592,0.3326,
2025-06-24,425.4130812,425.5128559,414.0394729,417.5313721,33807025,0.0,0,-0.0057020541074537245,0.02510711756598516,0.050056491,0.017829546,BEL.NS,0.04169254411796364,-0.005718372881229841,70.24675389045075,15.299680963892342,15.462024216017895,-0.16234325212555234,415.7816913596142,395.422666935,375.0636425103858,1.0429706429908905,0.1029734819322374,408.39257204,401.74799195,395.422666935,354.73206360200004,402.19330831838533,386.893627354493,364.5949237777135,0.05591157769575772,0.1770330763459238,0.032800105278567804,0.11470799374553775,9.616966664285703,0.023032919935851937,0.04169254411796364,0.053095156613776506,0.08588475890720848,0.9338844297622052,602168351.0,28043346.0,1.205527507309577,0.01782954636965348,0.016978579111742366,0.013204111854900344,0.053095156613776506,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.0277108434121958,0.3043478283606493,1588981876.760617,0.4955475372637009,-0.029749150435156024,0,-0.02007167547159272,0,-0.00955789903864801,0,0.3247,0.1792,2,0.3247,1.0,-0.081,0.2592,
2025-06-25,419.3271862,419.4269609,404.0626109,405.1101685,29028317,0.0,0,-0.029749150435156024,-0.035281573277177736,-0.005388949,0.024742091,BEL.NS,0.013857641791791275,-0.030200633119133187,57.99871955174454,14.398282134192584,15.249275777247805,-0.8509936430552205,416.8025020797715,396.20085907500004,375.5992160702286,0.7162281285753883,0.10399595322872135,409.50000001999996,403.05994569,396.20085907500004,357.147459722,402.6420560798044,388.2437739456118,366.217241778007,0.022486850346060017,0.13429385390374526,0.033566663575765876,0.10934810899508784,10.343850478571422,0.02553342592429008,0.013857641791791275,0.033469007570880116,0.03995376614586821,0.590908593263277,573140034.0,28117304.65,1.0324004153790751,0.024742090863380823,0.01975731139379329,0.015034995906720715,0.033469007570880116,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0380246763385947,0.06818105549535154,1251960779.5236328,0.49088410358132967,0.009974198907327647,1,0.02081034137260862,1,0.03804959070041214,1,0.1709,0.3143,2,0.2223,1.0,0.3247,-0.081,
2025-06-26,408.0034857,412.9420105,405.9083401,409.1508179,25730795,0.0,0,0.009974198907327647,-0.02007167547159272,-0.02565928,0.024450542,BEL.NS,0.0289800980657946,0.009924784890563499,62.170623303432905,13.850138660325115,14.96944833028785,-1.1193096699627354,418.1412065437761,397.36316376499997,376.58512098622384,0.783656508471544,0.10457961217091694,411.804657,405.32469179,397.36316376499997,359.47007141600005,403.6434041298777,389.7932654695526,367.9349753310251,0.029664687645710508,0.13820551538074066,0.03634331148908587,0.10541376142868875,10.358104328571423,0.025316103195724356,0.0289800980657946,0.05859576791686072,0.060237909380907784,0.7024795128450069,598870829.0,28475710.25,0.9036050294829784,0.02445054149565844,0.018834720333895744,0.014882855495813713,0.05859576791686072,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1.0173282234069574,0.46099370820674435,1391378431.8767838,0.45911845554562974,0.010729128008422961,1,0.027798127737776568,1,0.054011194242317595,1,0.1074,0.3384,2,0.2393,1.0,0.1709,0.3247,
2025-07-01,423.8167733,434.9908627,423.1184118,431.2495422,35405785,0.0,0,0.025504100267468743,0.042822616895566545,0.054011194,0.021288939,BEL.NS,0.03285542360806004,0.025184296832854752,71.70433663070571,14.695423842074206,14.5584801607908,0.13694368128340528,427.7403126227381,402.85791779,377.9755229572619,1.070516314865416,0.12352938211684193,415.91512451999995,412.15384828000003,402.85791779,367.04350220199996,411.17821813810417,396.48279429602997,374.15977463201193,0.07047552786290256,0.1749276028939608,0.032411443720975486,0.09757539739333088,10.992349357142855,0.02548953281449502,0.03285542360806004,0.07591779392431697,0.11981862827492207,1.0,696025512.0,30647541.9,1.155256924536581,0.02128893905730186,0.01853323849918537,0.015675125021178755,0.07591779392431697,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.0280594050480882,0.6848737862541949,446989015.1626935,0.32294282679752856,-0.012261392030760154,0,-0.013880859952829394,0,-0.010873327252890919,0,0.5679,0.1668,2,0.5679,1.0,0.1074,0.1709,
2025-07-04,429.0047665,431.3992056,424.7646031,426.5604248,16618426,0.0,0,0.0030498674833494555,0.001405295658861716,-0.010873327,0.014991867,BEL.NS,0.031483665315344966,0.0030452260722477185,65.59208987506116,14.447816479407152,14.577083675769185,-0.12926719636203288,435.4060560358864,408.14315490999996,380.8802537841135,0.8377716444218153,0.13359479779538738,425.91193236,419.48184815,408.14315490999996,374.34356628600005,417.0067062613876,402.55888978198044,380.1082125664031,0.045124534537547945,0.1394891303517316,0.043535649774447904,0.09029028856923604,9.905586971428566,0.0232220018443412,0.031483665315344966,0.04727490376393262,0.09431780463520911,0.8952063205262776,676301173.0,30357491.4,0.5474242183265512,0.014991866517129984,0.0181412817748258,0.015933556409707818,0.04727490376393262,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.01561948065253,0.2706751007313589,413191181.4924055,0.08295077588931149,-0.024441582467216283,0,-0.012980903942498179,0,-0.023155160736327285,0,-0.2938,,1,0.2938,1.0,0.5679,0.1074,
2025-07-07,426.4606637,426.4606637,415.1867997,416.134613,22221724,0.0,0,-0.024441582467216283,-0.021466258571475105,-0.023070634,0.01864818,BEL.NS,-0.01043894512285859,-0.02474523600385573,59.09897279225134,13.307727933584431,14.32321252284672,-1.0154845892622895,435.6848017129713,409.37280121,383.06080070702865,0.6284929245352597,0.12854786847196428,425.03396604,419.10272827,409.37280121,376.72803467,416.8725380640933,403.5648101305089,381.54250863625333,0.01651749156273663,0.10460219230702794,0.038256485979795585,0.0866534038768727,10.219145999999999,0.024557308334262496,-0.01043894512285859,-0.009028258548216317,0.06281049200260491,0.6622074239700605,654079449.0,30781351.55,0.7219216467445855,0.018648179885261365,0.01770641376624747,0.017209856607660383,-0.009028258548216317,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0271537149257783,0.0840717344115564,39387099.94004312,0.02638532661068574,0.01174781368162714,1,0.0013186516642873514,1,-0.008631040744500718,0,0.1979,,1,0.1979,1.0,-0.2938,0.5679,
2025-07-14,404.561478,409.4002589,404.212282,406.3572998,17844425,0.0,0,-0.004886367814097126,-0.014993926273442093,-0.024781527,0.009476526,BEL.NS,-0.02349555382935664,-0.004898345142321058,42.6315882438085,7.585752875611547,11.206147361482952,-3.6203944858714046,433.34555591923225,414.06192321500004,394.7782905107678,0.30022894199522204,0.09314371413098647,412.99190672000003,419.01293638000004,414.06192321500004,386.84556335400003,413.9785216217635,406.39276874615194,387.25969755311024,-0.018607418318441704,0.050438051497426306,-0.0025841943801347966,0.0703545870476856,8.968479335714287,0.022070427528011364,-0.02349555382935664,-0.033689230155159344,0.00854277994287811,0.25964441173253855,604148741.0,28490914.2,0.6263198462055668,0.009476525827383352,0.014020413197443323,0.016066400044838065,-0.033689230155159344,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0128347829371498,0.4134593968604638,-160247646.22865736,-0.1023022281329394,0.004051063438038849,1,-0.0028234730877597647,0,-0.007611045750924639,0,-0.094,,1,0.094,1.0,0.1979,-0.2938,
2025-07-15,407.5545084,411.9443183,406.8561164,408.003479,11971127,0.0,0,0.004051063438038849,-0.0008550993620547453,-0.011003604,0.006190645,BEL.NS,-0.030924194378209813,0.004042879974258267,52.22394239032854,6.547180403874506,10.274353965645492,-3.727173561770986,432.9177931480316,414.4210891700001,395.92438519196855,0.3265201687386514,0.08926526405823892,410.38794554,416.68833006000006,414.4210891700001,388.81000610200005,413.0592842872044,406.51210388332987,388.08288368331296,-0.015485722946323,0.049364657793721456,-0.009731994185135817,0.0658704320003567,8.270098514285715,0.020269676460983595,-0.030924194378209813,-0.053903971889248226,0.017921551405478686,0.3086057688664247,616119868.0,27870886.5,0.42952085503272386,0.0061906448613413415,0.01025277755580215,0.01602533149869945,-0.053903971889248226,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0125061457721765,0.22549470766873614,-218616592.04942012,-0.09363162868274706,-0.006846799705842788,0,-0.011615055860835,0,-0.034723098035151834,0,0.4287,,1,0.4287,1.0,-0.094,0.1979,
