date,open,high,low,close,volume,dividends,stock splits,returns_1d,returns_2d,returns_3d,volatility,symbol,returns_5d,log_returns,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_PercentB,BB_Width,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,EMA_50,Price_vs_SMA20,Price_vs_SMA50,SMA_Ratio_5_20,SMA_Ratio_20_50,ATR,ATR_Normalized,ROC_5,ROC_10,ROC_20,PRICE_POSITION,OBV,VOLUME_SMA_20,VOLUME_RATIO,VOLATILITY_5,VOLATILITY_10,VOLATILITY_20,MOMENTUM_10,DOJI,HAMMER,SHOOTING_STAR,ENGULFING_BULL,ENGULFING_BEAR,INSIDE_BAR,OUTSIDE_BAR,SMA5_above_SMA20,Price_above_SMA20,Price_above_SMA50,RSI_Oversold,RSI_Overbought,MACD_Bullish,BB_Squeeze,High_Low_Ratio,Close_Position,Volume_Price_Trend,Price_Volume_Correlation,forward_return_1d,target_1d,forward_return_2d,target_2d,forward_return_3d,target_3d,ensemble_score_mean,ensemble_score_std,ensemble_score_count,confidence_mean,relevance_score_mean,sentiment_lag1,sentiment_lag2,sector
2025-05-22,382.1135357,385.8548562,378.1227938,382.5126038,43486783,0.0,0,0.0010443175695773466,0.053875731415147676,0.05402054,0.025374588,BEL.NS,0.09417806483529323,0.001043772649331143,90.65843725421537,20.96436614212047,15.33671660352492,5.6276495385955485,385.45310521410295,330.26382599500005,275.07454677589715,0.9733598494516565,0.33421328571381853,370.70999758,351.88367005,330.26382599500005,304.71132324399997,351.19299874942357,330.2286326073031,314.06172286243395,0.1582031506102366,0.25532782873874393,0.12246624789483374,0.08385806762598946,12.143259749999995,0.03174603824649188,0.09417806483529323,0.24825004430595055,0.2535555671520464,1.0,373216964.0,38597734.95,1.1266667087157662,0.02537458805177352,0.018371029604629475,0.021774839972528725,0.24825004430595055,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1.0204485487962667,0.5677411501490254,2639192551.7071075,0.7766340320578289,0.0010433075826401517,1,0.0029994797259018657,1,0.005216538697488948,1,0.0914,,1,0.0914,1.0,,,
2025-05-23,388.2493056,388.9975698,380.2179496,382.9116821,37666187,0.0,0,0.0010433075826401517,0.002088714696656613,0.054975248,0.023407848,BEL.NS,0.05468535896874083,0.0010427637155317362,90.24679551724502,21.928570707552637,16.655110945271495,5.273459762281142,392.7348009758317,334.15978699,275.58477300416826,0.9161492400308453,0.3505808673955412,374.68078613999995,358.66294251,334.15978699,306.953190308,356.07281706431,334.1442463567574,316.90921709451226,0.1458939615360091,0.24745952865250387,0.12126234432634653,0.08863435058192626,12.360612357142852,0.03228058305600296,0.05468535896874083,0.21513375500425092,0.25547916606838705,1.0,410883151.0,39618968.45,0.9507109466400051,0.02340784814742283,0.0194174119160016,0.021732732118811625,0.21513375500425092,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.0230910197933485,0.30681651809949667,1726822510.8950489,0.6951070415954816,0.0019541333810875194,1,0.00416888168897156,1,0.017326824722645462,1,0.4511,,1,0.4511,1.0,0.0914,,
2025-05-26,384.0091386,384.9070495,377.6239576,383.6599426,26722908,0.0,0,0.0019541333810875194,0.0029994797259018657,0.00404693,0.023143948,BEL.NS,0.057182053353695306,0.001952226546187692,95.68169646602152,22.493475233779975,17.82280046879497,4.670674764985005,398.2932702263984,338.49722443,278.7011786336016,0.8776396713904469,0.3533030198229233,378.83115233999996,364.82365113000003,338.49722443,309.129853516,360.3170055873049,337.8235303535249,319.6639897984638,0.13342123630718117,0.24109638146010526,0.11915586007512702,0.09500011267103314,12.161076135714284,0.03169753937119596,0.057182053353695306,0.19129495353235448,0.2921706914776483,1.0,437606059.0,39939763.65,0.6690802738388263,0.023143948188602978,0.020189195200445143,0.019962604399100265,0.19129495353235448,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1.0192866256322506,0.8287668318451401,1754599406.6560426,0.5722660974121253,0.0022104288351108003,1,0.015342709640493002,1,0.0058509665741683925,1,-0.1536,,1,0.1536,1.0,0.4511,0.0914,
2025-05-27,383.6100847,387.9001203,382.5625271,384.5079956,16859142,0.0,0,0.0022104288351108003,0.00416888168897156,0.005216539,0.022909327,BEL.NS,0.0593733149504192,0.0022079894313840986,96.37368877258795,22.747071470841604,18.80766591437978,3.939405556461825,403.3990770387121,342.505427555,281.61177807128786,0.844884634121288,0.35557771985341013,383.141156,369.77716065,342.505427555,311.415950318,364.0387077581229,341.2916362872813,322.3345879729577,0.12263329181332527,0.23470873989390273,0.11864258249885595,0.09983264250033819,11.81544677142857,0.030728741421856064,0.0593733149504192,0.1478779183057759,0.2633995745650697,1.0,454465201.0,39287049.9,0.42912720713091773,0.022909326637888392,0.019068614552155326,0.019895825101769214,0.1478779183057759,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1.0139522112645518,0.3644842210905092,1765551421.0865722,0.43846057644409325,0.013103316855968217,1,0.0036325083378838663,1,-0.0020757870034783243,0,-0.0807,,1,0.0807,1.0,-0.1536,0.4511,
2025-05-28,384.5578981,392.5892544,383.2110165,389.5463257,27549144,0.0,0,0.013103316855968217,0.015342709640493002,0.017326825,0.005187811,BEL.NS,0.019451730212746376,0.013018211039135745,99.82060425697644,23.087342964777292,19.66360914297447,3.4237338218028235,409.20158353353565,346.164439395,283.1272952564643,0.8440978085052552,0.36420346497004263,384.62770996,374.37649232,346.164439395,313.67610779,367.9629668430856,344.8756238783083,325.09726063104546,0.12532161414621212,0.24187439217013496,0.11111271461685446,0.10357286002397825,11.85107626428571,0.030422764848288004,0.019451730212746376,0.13387545879419172,0.23131504724304208,1.0,482014345.0,37770370.9,0.72938505351029,0.005187810874447987,0.018630709877726716,0.018817781808701552,0.13387545879419172,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.0244727773894777,0.6755330017806428,205479891.20584327,0.43348031289657274,-0.009348314589943008,0,-0.014982779749011965,0,-0.007555473138428748,0,0.0156,0.1735,2,0.1227,1.0,-0.0807,-0.1536,
2025-05-29,390.6437301,391.1924753,384.6576173,385.9047241,18562683,0.0,0,-0.009348314589943008,0.0036325083378838663,0.005850967,0.007950069,BEL.NS,0.008867996155686342,-0.009392284325941932,95.16228766145389,22.80089701691918,20.291071302948282,2.5098257139708977,413.22927937822783,349.79102478,286.35277018177214,0.7846366088468082,0.3627208824933524,385.30613402000006,378.0080658,349.79102478,315.87041687199996,370.7232432437194,347.92234622680024,327.59198100119966,0.10324364195082936,0.22171847532141653,0.10153236282245137,0.10738773274151114,11.12063015714285,0.02881703555995118,0.008867996155686342,0.10388123170788899,0.23145486019580597,0.9561818963957686,463451662.0,37455333.25,0.49559519003879104,0.007950069288823578,0.019773796383994863,0.01881147947432164,0.10388123170788899,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1.0169887653489607,0.19083915824949615,120528685.65884353,0.3348984503650719,-0.005687634959947285,0,0.0018097596540929128,1,-0.0020681949459452342,0,0.038,,1,0.038,1.0,0.0156,-0.0807,
2025-06-03,386.6031261,390.8931615,384.6077552,385.1065979,18630318,0.0,0,-0.0038709491125111795,0.003640143823270492,-0.002068195,0.009522,BEL.NS,0.00155680065655317,-0.003878460626752559,86.76081663140553,20.816177588047083,20.8429687580832,-0.026791170036116085,418.9409996713677,360.82293243500004,302.7048651986324,0.7089166641264727,0.3221417599162008,386.1741211,384.65763855000006,360.82293243500004,322.219088138,376.43375354367777,355.6175759556307,334.36759243508646,0.06730078185752375,0.1951700320592631,0.0702593609943758,0.11980619931636949,9.877084992857139,0.025647664949697654,0.00155680065655317,0.06102254802266893,0.24315620789473646,0.9465783262191595,433619916.0,37969416.25,0.49066643209190763,0.0095220001735395,0.017607630356633926,0.017960139451749887,0.06102254802266893,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.0163423805553051,0.07936522735212978,27078309.9240075,-0.045951840306668566,0.011917104316119032,1,0.019430037139854583,1,0.012176233607967601,1,-0.2393,,1,0.2393,1.0,0.038,0.0156,
2025-06-04,386.1042796,390.3943149,383.2109978,389.6959534,20648850,0.0,0,0.011917104316119032,0.008000024699231556,0.015600628,0.009131498,BEL.NS,0.0003841075890809176,0.011846654779135152,86.4130528088917,20.32760011007491,20.739894719964934,-0.4122946098900222,418.9269278686823,364.84609833,310.76526879131774,0.7297473548572853,0.2964583137176194,386.20404664,385.41587830000003,364.84609833,324.226431278,378.474094276872,358.1464941667971,336.62212927012484,0.0681105134020743,0.2019253083838337,0.05853961001025132,0.1252817880759749,9.663293064285714,0.02479700643533989,0.0003841075890809176,0.019843309359022898,0.260203189000082,1.0,454268766.0,38038140.4,0.5428459378629351,0.009131498091358024,0.0072767012131226055,0.017703121571691394,0.019843309359022898,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.0187450703169771,0.9027800819206526,-16958458.204251558,-0.18772730458837425,0.007424454821141513,1,0.00025607758851320384,1,0.004736342740786714,1,0.0613,0.3217,2,0.2275,1.0,-0.2393,0.038,
2025-06-05,392.7887827,393.7864681,388.5984915,392.5892334,20746844,0.0,0,0.007424454821141513,0.019430037139854583,0.015483875,0.00776708,BEL.NS,0.017321657089297116,0.007397029219549739,83.18386632559947,19.943549460439215,20.58062528668526,-0.637075826246047,417.0124040196005,369.153605655,321.29480729039943,0.7448413723894762,0.25928934531024445,387.5409485,386.42354126,369.153605655,326.1509668,380.64565620766666,360.70210674722745,338.89920392196024,0.06348475915172913,0.2037040308414626,0.04980946295343602,0.13184887745977392,8.498140685714285,0.02164639262293708,0.017321657089297116,0.026343261633461568,0.281133021807082,1.0,475015610.0,38219932.75,0.5428278520453441,0.00776708021714474,0.007461859681930734,0.01705553593328815,0.026343261633461568,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1.013350480543489,0.7692289706935114,110665866.71716136,-0.39801719315385314,-0.007115548166736874,0,-0.0026683013971824376,0,0.00991102243508446,1,-0.1262,,1,0.1262,1.0,0.0613,-0.2393,
2025-06-06,393.9361347,395.9315057,388.2992176,389.7957458,17366507,0.0,0,-0.007115548166736874,0.00025607758851320384,0.012176234,0.008201808,BEL.NS,0.01586070067279688,-0.007140984413305946,78.5185380974478,19.19281071278482,20.303061840199245,-1.1102511274144256,414.20070373514505,372.88744507,331.57418640485497,0.7046352826709493,0.22158567799132814,388.75812988,387.11194763000003,372.88744507,328.04577148600004,382.0533634318638,362.86055271907895,340.9669378363097,0.0453442478515893,0.18823584902277957,0.04256159605218324,0.13669334428812685,8.262970642857141,0.021198206321873973,0.01586070067279688,0.017978202342236793,0.2369796755245992,0.9603964972570113,457649103.0,36876010.85,0.470943212123499,0.008201808183028946,0.008075291098939653,0.01717637023085442,0.017978202342236793,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1.0196556875575842,0.19607857832305933,112952440.859564,-0.45153391154826833,0.00447911815049884,1,0.0171485922358674,1,0.005630860068765564,1,0.4443,,1,0.4443,1.0,-0.1262,0.0613,
