date,open,high,low,close,volume,dividends,stock splits,returns_1d,returns_2d,returns_3d,volatility,symbol,returns_5d,returns_10d,log_returns,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_PercentB,BB_Width,SMA_5,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,EMA_50,Price_vs_SMA20,Price_vs_SMA50,Price_vs_EMA12,ATR,ROC_5,ROC_10,ROC_20,PRICE_POSITION_14,OBV,VOLUME_SMA_20,VOLUME_RATIO,VOLATILITY_5,VOLATILITY_10,VOLATILITY_20,WILLIAMS_R,SMA5_above_SMA20,SMA10_above_SMA20,Price_above_SMA20,RSI_Oversold,RSI_Overbought,MACD_Signal_Cross,Near_High_20,Near_Low_20,forward_return_1d,target_1d,forward_return_2d,target_2d,forward_return_3d,target_3d,ensemble_score_mean,ensemble_score_std,ensemble_score_count,confidence_mean,relevance_score_mean,sentiment_lag1,sentiment_lag2,sector
2025-06-16,395.2330929,403.5637727,393.2876245,402.9152832,32061745,0.0,0,0.02447993353888056,0.042462571,0.027869677,0.017454678,BEL.NS,0.0290482382275683,0.04219356622474457,0.024185101915325177,65.70213807521951,15.496042673936188,17.424644048933253,-1.928601374997065,402.79153922867096,387.216703795,371.64186836132905,1.0039725611180939,0.08044505973542182,394.23541869999997,391.9906311,387.216703795,339.47046814000004,389.91264624271474,374.41660356877856,352.58686169680004,0.040542102784158596,0.18689347384949806,0.03334756408283113,8.159635785714284,0.0290482382275683,0.04219356622474457,0.11024049978826644,1.0,531877483.0,29026474.85,1.1045690241645034,0.01745467817680623,0.012891549494954213,0.014949517926043277,-0.0,1,1,1,0,0,0,1,0,-0.005199910222715376,0,-0.008295179506360273,0,-0.013123727047542166,0,-0.065,,1,0.065,1.0,-0.6934,0.4601,Defense
2025-06-17,404.8607741,406.5568517,399.573053,400.8201599,24371681,0.0,0,-0.005199910222715376,0.01915273,0.037041859,0.017550584,BEL.NS,0.010946236065717319,0.040803149272660155,-0.0052134768063247525,60.125456375238834,15.216524188275116,16.983020076131368,-1.7664958878562516,401.0493499213375,389.109812925,377.17027592866253,0.990402055732655,0.06136847028650399,395.10341186,393.5619873,389.109812925,341.85194397,391.59072568638334,376.3742014981082,354.52933326976733,0.030095223985669994,0.17249635981351896,0.023569082739227865,7.988604414285711,0.010946236065717319,0.040803149272660155,0.10431560943129603,0.890909928077011,507505802.0,26890617.35,0.9063265704459551,0.017550583944730656,0.012990645823806032,0.015094338815943733,-10.909007192298903,1,1,1,0,0,0,1,0,-0.0031114485366983136,0,-0.007965235333463605,0,0.016179213145411264,1,-0.3854,,1,0.3854,1.0,-0.065,-0.6934,Defense
2025-06-18,400.7203608,404.0626132,397.5776576,399.5730286,18879759,0.0,0,-0.0031114485366983136,-0.00829518,0.015981689,0.016296096,BEL.NS,0.019343313075423252,0.025345593439770164,-0.003116299156946617,62.827758998176364,14.724692266989507,16.5313545137546,-1.806662246765093,402.3151504266843,389.98278655999997,377.65042269331565,0.8888241598963806,0.06324568310035883,396.61989136,394.54969482,389.98278655999997,344.106713258,392.818772548227,378.0940802812375,356.3414369124535,0.024591449598569737,0.16118928577953406,0.017194331136360708,7.985039957142853,0.019343313075423252,0.025345593439770164,0.045691843250306396,0.8259735860419538,488626043.0,23400196.8,0.8068205221248396,0.01629609641324461,0.01285219475412485,0.010169357663256471,-17.402641395804615,1,1,1,0,0,0,1,0,-0.004868936241308575,0,0.019350870921120977,1,0.05093632888914179,1,0.4797,,1,0.4797,1.0,-0.3854,-0.065,Defense
2025-06-20,398.0765237,409.0510644,396.8294168,407.3051147,122552435,0.0,0,0.02433830883637511,0.019350871,0.016179213,0.015795842,BEL.NS,0.035641819103629846,0.044919343242355136,0.02404685177697534,67.30612328685439,14.073300682368199,15.6373592015805,-1.5640585192123009,405.70072194051227,391.95820465,378.2156873594878,1.0583733214800242,0.07012236063681153,401.64822388000005,396.80446167,391.95820465,349.18892334199995,395.6734334887295,381.6001328063613,359.9802655182213,0.039154455418796585,0.1664319440656492,0.02939717511158557,8.751117742857137,0.035641819103629846,0.044919343242355136,0.0637051146264831,1.0,592957655.0,26381211.2,4.645443837696125,0.015795841880947112,0.014381060955530737,0.011434549426710374,-0.0,1,1,1,0,0,0,1,0,0.030985854693466708,1,0.02510711756598516,1,-0.005388948286634387,0,0.3326,0.1279,2,0.3326,1.0,0.4797,-0.3854,Defense
2025-06-23,410.0487316,421.42234,408.1032328,419.9258118,43017721,0.0,0,0.030985854693466708,0.056078307,0.050936329,0.017731907,BEL.NS,0.04221862339125093,0.07249323824872822,0.030515484953764785,74.5429162449113,14.96359956685859,15.502607274552348,-0.5390077076937576,411.8044208975007,393.77149811,375.7385753224993,1.2251823234148318,0.0915907975770415,405.05032960000005,399.64287415,393.77149811,351.97146789799996,399.4045690916502,384.4409695247916,362.3848361003666,0.06642002739033659,0.19306776287245242,0.05137958925963315,9.31053338571428,0.04221862339125093,0.07249323824872822,0.09452607680184744,1.0,635975376.0,27195951.85,1.5817692735031077,0.017731906663005916,0.016642584512043708,0.013008572111564937,-0.0,1,1,1,0,1,0,1,0,-0.0057020541074537245,0,-0.035281573277177736,0,-0.025659279799480128,0,-0.081,0.5222,3,0.3789,1.0,0.2592,0.3326,Defense
2025-06-24,425.4130812,425.5128559,414.0394729,417.5313721,33807025,0.0,0,-0.0057020541074537245,0.025107117,0.050056491,0.017829546,BEL.NS,0.04169254411796364,0.053095156613776506,-0.005718372881229841,70.24675389045075,15.299680963892342,15.462022012400162,-0.1623410485078196,415.7816913596142,395.422666935,375.0636425103858,1.0429706429908905,0.1029734819322374,408.39257204,401.74799195,395.422666935,354.73206360200004,402.19330831838533,386.893627354493,364.5949237777135,0.05591157769575772,0.1770330763459238,0.03813604916935298,9.616966664285703,0.04169254411796364,0.053095156613776506,0.08588475890720848,0.9283583534733105,602168351.0,28043346.0,1.205527507309577,0.01782954636965348,0.016978579111742366,0.013204111854900344,-7.16416465266895,1,1,1,0,1,0,1,0,-0.029749150435156024,0,-0.02007167547159272,0,-0.00955789903864801,0,0.3247,0.1792,2,0.3247,1.0,-0.081,0.2592,Defense
2025-06-25,419.3271862,419.4269609,404.0626109,405.1101685,29028317,0.0,0,-0.029749150435156024,-0.035281573,-0.005388949,0.024742091,BEL.NS,0.013857641791791275,0.033469007570880116,-0.030200633119133187,57.99871955174454,14.398282134192584,15.249274036674002,-0.8509919024814181,416.8025020797715,396.20085907500004,375.5992160702286,0.7162281285753883,0.10399595322872135,409.50000001999996,403.05994569,396.20085907500004,357.147459722,402.6420560798044,388.2437739456118,366.217241778007,0.022486850346060017,0.13429385390374526,0.006129792908931453,10.343850478571422,0.013857641791791275,0.033469007570880116,0.03995376614586821,0.5567158862408985,573140034.0,28117304.65,1.0324004153790751,0.024742090863380823,0.01975731139379329,0.015034995906720715,-44.32841137591014,1,1,1,0,0,0,0,0,0.009974198907327647,1,0.02081034137260862,1,0.03804959070041214,1,0.1709,0.3143,2,0.2223,1.0,0.3247,-0.081,Defense
2025-06-26,408.0034857,412.9420105,405.9083401,409.1508179,25730795,0.0,0,0.009974198907327647,-0.020071675,-0.02565928,0.024450542,BEL.NS,0.0289800980657946,0.05859576791686072,0.009924784890563499,62.170623303432905,13.850138660325115,14.969446961315157,-1.119308300990042,418.1412065437761,397.36316376499997,376.58512098622384,0.783656508471544,0.10457961217091694,411.804657,405.32469179,397.36316376499997,359.47007141600005,403.6434041298777,389.7932654695526,367.9349753310251,0.029664687645710508,0.13820551538074066,0.013644255582460074,10.358104328571423,0.0289800980657946,0.05859576791686072,0.060237909380907784,0.6776121343498311,598870829.0,28475710.25,0.9036050294829784,0.02445054149565844,0.018834720333895744,0.014882855495813713,-32.23878656501689,1,1,1,0,0,0,0,0,0.010729128008422961,1,0.027798127737776568,1,0.054011194242317595,1,0.1074,0.3384,2,0.2393,1.0,0.1709,0.3247,Defense
2025-07-01,423.8167733,434.9908627,423.1184118,431.2495422,35405785,0.0,0,0.025504100267468743,0.042822617,0.054011194,0.021288939,BEL.NS,0.03285542360806004,0.07591779392431697,0.025184296832854752,71.70433663070571,14.695423842074206,14.558479477537295,0.1369443645369106,427.7403126227381,402.85791779,377.9755229572619,1.070516314865416,0.12352938211684193,415.91512451999995,412.15384828000003,402.85791779,367.04350220199996,411.17821813810417,396.48279429602997,374.15977463201193,0.07047552786290256,0.1749276028939608,0.04881417151127976,10.992349357142855,0.03285542360806004,0.07591779392431697,0.11981862827492207,1.0,696025512.0,30647541.9,1.155256924536581,0.02128893905730186,0.01853323849918537,0.015675125021178755,-0.0,1,1,1,0,1,1,1,0,-0.012261392030760154,0,-0.013880859952829394,0,-0.010873327252890919,0,0.5679,0.1668,2,0.5679,1.0,0.1074,0.1709,Defense
2025-07-04,429.0047665,431.3992056,424.7646031,426.5604248,16618426,0.0,0,0.0030498674833494555,0.001405296,-0.010873327,0.014991867,BEL.NS,0.031483665315344966,0.04727490376393262,0.0030452260722477185,65.59208987506116,14.447816479407152,14.577083325534076,-0.1292668461269244,435.4060560358864,408.14315490999996,380.8802537841135,0.8377716444218153,0.13359479779538738,425.91193236,419.48184815,408.14315490999996,374.34356628600005,417.0067062613876,402.55888978198044,380.1082125664031,0.045124534537547945,0.1394891303517316,0.022910227569875152,9.905586971428566,0.031483665315344966,0.04727490376393262,0.09431780463520911,0.860534289545076,676301173.0,30357491.4,0.5474242183265512,0.014991866517129984,0.0181412817748258,0.015933556409707818,-13.946571045492394,1,1,1,0,0,0,1,0,-0.024441582467216283,0,-0.012980903942498179,0,-0.023155160736327285,0,-0.2938,,1,0.2938,1.0,0.5679,0.1074,Defense
2025-07-07,426.4606637,426.4606637,415.1867997,416.134613,22221724,0.0,0,-0.024441582467216283,-0.021466259,-0.023070634,0.01864818,BEL.NS,-0.01043894512285859,-0.009028258548216317,-0.02474523600385573,59.09897279225134,13.307727933584431,14.323212247127202,-1.0154843135427711,435.6848017129713,409.37280121,383.06080070702865,0.6284929245352597,0.12854786847196428,425.03396604,419.10272827,409.37280121,376.72803467,416.8725380640933,403.5648101305089,381.54250863625333,0.01651749156273663,0.10460219230702794,-0.0017701455402174826,10.219145999999999,-0.01043894512285859,-0.009028258548216317,0.06281049200260491,0.5504453909910888,654079449.0,30781351.55,0.7219216467445855,0.018648179885261365,0.01770641376624747,0.017209856607660383,-44.95546090089112,1,1,1,0,0,0,0,0,0.01174781368162714,1,0.0013186516642873514,1,-0.008631040744500718,0,0.1979,,1,0.1979,1.0,-0.2938,0.5679,Defense
2025-07-14,404.561478,409.4002589,404.212282,406.3572998,17844425,0.0,0,-0.004886367814097126,-0.014993926,-0.024781527,0.009476526,BEL.NS,-0.02349555382935664,-0.033689230155159344,-0.004898345142321058,42.6315882438085,7.585752875611547,11.206147289113577,-3.62039441350203,433.34555591923225,414.06192321500004,394.7782905107678,0.30022894199522204,0.09314371413098647,412.99190672000003,419.01293638000004,414.06192321500004,386.84556335400003,413.9785216217635,406.39276874615194,387.25969755311024,-0.018607418318441704,0.050438051497426306,-0.01840970345975268,8.968479335714287,-0.02349555382935664,-0.033689230155159344,0.00854277994287811,0.04771083325535202,604148741.0,28490914.2,0.6263198462055668,0.009476525827383352,0.014020413197443323,0.016066400044838065,-95.2289166744648,0,1,0,0,0,0,0,0,0.004051063438038849,1,-0.0028234730877597647,0,-0.007611045750924639,0,-0.094,,1,0.094,1.0,0.1979,-0.2938,Defense
2025-07-15,407.5545084,411.9443183,406.8561164,408.003479,11971127,0.0,0,0.004051063438038849,-0.000855099,-0.011003604,0.006190645,BEL.NS,-0.030924194378209813,-0.053903971889248226,0.004042879974258267,52.22394239032854,6.547180403874506,10.274353912049458,-3.7271735081749515,432.9177931480316,414.4210891700001,395.92438519196855,0.3265201687386514,0.08926526405823892,410.38794554,416.68833006000006,414.4210891700001,388.81000610200005,413.0592842872044,406.51210388332987,388.08288368331296,-0.015485722946323,0.049364657793721456,-0.012239902308282202,8.270098514285715,-0.030924194378209813,-0.053903971889248226,0.017921551405478686,0.06613221796361772,616119868.0,27870886.5,0.42952085503272386,0.0061906448613413415,0.01025277755580215,0.01602533149869945,-93.38677820363823,0,1,0,0,0,0,0,0,-0.006846799705842788,0,-0.011615055860835,0,-0.034723098035151834,0,0.4287,,1,0.4287,1.0,-0.094,0.1979,Defense
2025-07-18,403.3143461,406.008109,393.2377169,393.8363342,21172393,0.0,0,-0.02337959750534535,-0.028068478,-0.034723098,0.009994927,BEL.NS,-0.035548505698228094,-0.07671619001069596,-0.0236572362205,29.0852092697656,2.6947148512215904,7.190974585227559,-4.496259734005968,433.2560759951331,414.31134490000005,395.36661380486703,-0.04038800015641694,0.09145166468808912,403.33431394,409.14084164999997,414.31134490000005,394.240408322,407.96224152136483,405.26752667014324,389.51550277758577,-0.049419382191771666,-0.0010249434443310168,-0.03462552629548943,8.223779621428564,-0.035548505698228094,-0.07671619001069596,-0.033068036746654594,0.0,577851381.0,21801660.0,0.9711367391290388,0.009994927082291206,0.010938930535635558,0.01596379631732953,-100.0,0,0,0,1,0,0,0,1,0.013172954980241514,1,0.021152666162511657,1,0.013806264246911226,1,0.2392,,1,0.2392,1.0,0.4287,-0.094,Defense
2025-07-25,398.0765014,399.7725789,392.5892314,394.2853088,9202508,0.0,0,-0.007658499797609797,-0.012493769,-0.019598111,0.009609354,BEL.NS,0.0011400029936596834,-0.034449028107484514,-0.007687976702877619,28.820141728531652,-0.7346503312407435,2.577484058384813,-3.3121343896255566,433.9581696729856,410.652336105,387.34650253701443,0.1488641511736607,0.1135063971097269,398.41572876,400.87502135,410.652336105,399.81747131,402.2717249904933,403.006375321734,391.12170246503973,-0.03985616509634349,-0.01383672027106242,-0.01985328745310655,7.28666867857141,0.0011400029936596834,-0.034449028107484514,-0.04656214722286023,0.0165143419339038,576895959.0,15743115.05,0.5845417486166437,0.00960935364316996,0.010040119973507454,0.012694487716186273,-98.34856580660961,0,0,0,1,0,0,0,1,-0.015055641352874072,0,-0.017586070911704277,0,-0.022014187204735136,0,0.1347,0.4217,2,0.2982,1.0,0.2392,0.4287,Defense
2025-07-28,394.2853316,395.4326639,382.4128495,388.3490906,19856033,0.0,0,-0.015055641352874072,-0.022598838,-0.027361309,0.00833785,BEL.NS,-0.02675333632074517,-0.0443161946613565,-0.015170128088714803,18.95736305203738,-1.7907633898572044,1.7038345687343577,-3.4945979585915623,433.87238225032064,409.043568405,384.2147545596793,0.0832568173831606,0.12139936067024185,396.28068238000003,399.07420043,409.043568405,400.32629089,400.12978123389536,401.92054462375256,391.0120709255279,-0.050592355933366195,-0.029918595312270035,-0.02944217398056892,7.7106859071428415,-0.02675333632074517,-0.0443161946613565,-0.07651244633496856,0.0,557039926.0,15718385.65,1.2632361517354678,0.008337850264342398,0.010694976243971392,0.012150514831300316,-100.0,0,0,0,1,0,0,0,1,-0.002569109144709314,0,-0.007064912642800514,0,-0.015799631951037285,0,0.049,0.3482,4,0.2908,1.0,0.3457,0.1347,Defense
2025-07-29,389.0973289,389.845593,377.1251034,387.3513794,25307639,0.0,0,-0.002569109144709314,-0.017586071,-0.025109888,0.004701564,BEL.NS,-0.03683952801632839,-0.05061745956337804,-0.0025724149688372186,20.24292353846306,-2.6773764747739506,0.8275923600310499,-3.5049688348050005,431.1681384552564,406.848660265,382.5291820747436,0.09914269721437576,0.11955048923801773,393.31755372,397.00899047,406.848660265,400.814158932,398.163873256177,400.84124973095095,390.86737098314654,-0.047922686662653535,-0.03358858271841647,-0.027155888774520465,8.084817928571413,-0.03683952801632839,-0.05061745956337804,-0.10179294933521676,0.0,531732287.0,15213478.35,1.6635011676997589,0.004701564370596819,0.010306705454209728,0.010007168229108042,-99.99999999999999,0,0,0,1,0,0,0,0,-0.00450738345815227,0,-0.013264601014094102,0,-0.028461016757127866,0,-0.1225,0.3943,4,0.3408,1.0,0.049,0.3457,Defense
